"Data/Hora","Produto","SEC 6 - Lote","SEC 6 - Processo","SEC 6 - Nivel TQ Origem (g/l)","SEC 6 - Lote TQ Origem","SEC 6 - Massa Seca TQ Origem (%)","SEC 6 - Totalizador de Entrada (auxiliar) (kg)","SEC 6 - TQ Origem","SEC 6 - Volume TQ Origem (m3)","SEC 6 - Umidade Absoluta Antes Munters (g/kg)","SEC 6 - Rotação Ventilador Principal (rpm)","SEC 6 - Temperatura Ar Antes Regeneração do Munters (°C)","SEC 6 - Temperatura Ar Após Regeneração do Munters (°C)","SEC 6 - Taxa de Água Evaporada (%)","SEC 6 - Vazão de Produto (L/h)","SEC 6 - Rotação Ventilador M326003 (rpm)","SEC 6 - Temperatura do Ar após M326003 (°C)","SEC 6 - Pressão do Ar Após M326003 (bar)","SEC 6 - Umidade Absoluta Após M326003 (g/kg)","SEC 6 - Temperatura após M326013 (°C)","SEC 6 - Rotação Ventilador M326004 (rpm)","SEC 6 - Temperatura após M326004 (°C)","SEC 6 - Vazão do Ar Após M326004 (m3)","SEC 6 - Pressão do IFB (bar)","SEC 6 - Rotação Ventilador M326005 (rpm)","SEC 6 - Temperatura após M326005 (°C)","SEC 6 - Vazão do Ar Após M326005 (m3)","SEC 6 - Rotação Ventilador M326006 (rpm)","SEC 6 - Temperatura após M326006 (°C)","SEC 6 - Vazão do Ar Após M326006 (m3)","SEC 6 - Pressão do EFB (bar)","SEC 6 - Rotação Exaustor M326009 (rpm)","SEC 6 - Pressão da Câmara (bar)","SEC 6 - Pressão de Entrada CC326001 (bar)","SEC 6 - Pressão de Saída CC326001 (bar)","SEC 6 - Pressão de Entrada CC326002 (bar)","SEC 6 - Pressão de Saída CC326002 (bar)","SEC 6 - Pressão de Entrada CC326003 (bar)","SEC 6 - Pressão de Saída CC326003 (bar)","SEC 6 - Pressão de Entrada CC326004 (bar)","SEC 6 - Pressão de Saída CC326004 (bar)","SEC 6 - Temperatura Após AQ326001 (°C)","SEC 6 - Temperatura TQ326001 (°C)","SEC 6 - Nível do TQ326001 (%)","SEC 6 - Pressão dos Bicos (bar)","SEC 6 - Temperatura Após AQ326002 (°C)","SEC 6 - Temperatura de Saída da Câmara (°C)","SEC 6 - Totalizador de Entrada (kg)","SEC 6 - Abertura da válvula F4","SEC 6 - Abertura vv de vapor principal","SEC 6 - Bico 1","SEC 6 - Bico 2","SEC 6 - Bico 3","SEC 6 - Bico 4","SEC 6 - Bico 5","SEC 6 - Bico 6","SEC 6 - Pastilha 1","SEC 6 - Pastilha 2","SEC 6 - Pastilha 3","SEC 6 - Pastilha 4","SEC 6 - Pastilha 5","SEC 6 - Pastilha 6","SEC 6 - Bico 1 Do Secador 6 Status","SEC 6 - Bico 2 Do Secador 6 Status","SEC 6 - Bico 3 Do Secador 6 Status","SEC 6 - Bico 4 Do Secador 6 Status","SEC 6 - Bico 5 Do Secador 6 Status","SEC 6 - Bico 6 Do Secador 6 Status","SEC 6 - Um. Abs. Saída Munters","SEC 6 - CV Válvula de Controle de Pressão LF-02 (%)"
"10/07/2024 18:59:57","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 12a H","","24ME0656 (155681)","43.00","42646.48","TER 6","","11.04","92.00","21.48","46.87","96.01","2930.25","","167.32","91.75","0.00","44.10","85.50","74.95","9059.49","303.23","69.00","39.89","1509.90","66.82","32.39","1608.37","-4.67","84.00","-7.47","-54.11","-173.31","-65.31","-159.05","-56.93","-175.26","-55.38","-166.19","66.88","77.88","42.94","160.25","91.93","83.80","42646.48","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.72","98.40"
"10/07/2024 20:00:00","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 13a H","","24ME0656 (155681)","43.00","46214.01","TER 6","","10.86","92.00","21.25","45.97","96.25","2941.64","","166.98","89.09","0.00","43.60","86.00","75.00","8980.05","301.76","69.03","40.01","1488.26","67.00","32.10","1599.45","-3.33","84.00","-8.04","-60.01","-175.22","-67.67","-160.38","-61.09","-176.70","-54.95","-170.07","66.45","76.46","41.99","162.91","95.79","83.90","46214.01","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.62","99.69"
"10/07/2024 21:00:00","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 14a H","","24ME0656 (155681)","43.00","49755.71","TER 6","","11.05","92.00","20.99","45.74","94.83","2898.99","","166.97","90.16","0.00","43.48","85.00","74.91","9082.91","305.60","71.00","40.00","1497.33","68.00","32.02","1597.27","-3.59","84.00","-7.64","-56.63","-174.40","-65.78","-159.52","-58.29","-176.08","-53.81","-168.00","87.74","83.87","49.70","157.31","95.79","84.63","49755.71","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.64","98.35"
"10/07/2024 21:59:59","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 15a H","","24ME0656 (155681)","43.00","53272.87","TER 6","","11.06","92.00","20.91","45.87","94.88","2902.03","","166.65","90.30","0.00","43.37","85.00","74.89","9054.26","304.15","70.00","40.13","1504.45","68.00","32.16","1593.63","-2.57","84.00","-7.71","-58.02","-173.49","-64.88","-159.13","-57.47","-176.65","-53.09","-168.20","77.56","76.77","51.23","158.32","93.48","83.95","53272.87","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.63","96.61"
"10/07/2024 22:59:53","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 16a H","","24ME0656 (155681)","43.00","56782.94","TER 6","","10.86","92.00","20.56","45.63","94.75","2896.39","","166.28","90.83","0.00","42.91","85.06","74.84","8946.41","303.03","70.05","40.14","1499.94","68.00","31.82","1614.46","-6.29","84.00","-7.25","-58.27","-173.88","-63.84","-160.59","-54.80","-177.71","-55.04","-168.15","65.87","82.82","53.12","156.51","95.62","84.13","56782.94","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.60","94.15"
"10/07/2024 23:59:56","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 17a H","","24ME0656 (155681)","43.00","60304.69","TER 6","","10.79","92.00","20.41","45.14","94.84","2897.96","","166.31","89.36","0.00","42.86","85.00","74.73","9026.26","303.91","71.00","40.04","1486.82","69.00","31.71","1592.71","-3.70","84.00","-8.65","-59.81","-176.53","-67.64","-162.05","-56.61","-178.61","-56.19","-170.55","86.44","83.07","49.32","158.62","97.64","84.62","60304.69","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.63","92.71"
"11/07/2024 00:59:57","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624241 (155688)","Secagem - 18a H","","24ME0656 (155681)","43.00","63821.61","TER 6","","11.22","92.00","21.02","46.48","94.98","2901.57","","166.45","90.24","0.00","43.38","85.05","75.05","8998.66","303.11","71.00","40.16","1498.73","69.00","32.15","1601.28","-5.80","84.00","-8.00","-55.12","-173.70","-66.52","-158.04","-58.10","-173.86","-52.40","-167.99","67.13","77.86","49.93","158.83","94.21","84.25","63821.61","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.55","90.62"
"11/07/2024 01:32:49","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Troca Lote ou Ordem","","24ME0657 (155667)","43.00","65751.46","TER 7","","10.92","92.00","21.10","46.19","94.85","2900.28","","166.76","87.77","0.00","43.52","85.00","74.84","8992.78","305.55","71.45","40.23","1502.44","69.72","32.28","1582.43","-4.64","84.00","-7.46","-58.54","-174.08","-65.46","-160.53","-58.65","-177.11","-52.85","-170.22","87.48","82.68","49.09","157.76","97.80","84.61","65751.46","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.57","90.85"
"11/07/2024 01:33:10","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 1a H","","24ME0657 (155667)","43.00","65771.97","TER 7","","10.90","92.00","21.09","46.17","94.87","2901.93","","166.72","90.42","0.00","43.49","85.00","74.99","8977.83","303.21","71.80","40.17","1500.48","70.00","32.28","1588.79","-6.05","84.00","-7.06","-58.67","-174.02","-67.92","-159.49","-55.52","-176.29","-55.08","-167.21","87.25","82.75","49.14","158.68","97.80","84.60","65771.97","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.57","89.97"
"11/07/2024 01:59:55","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 2a H","","24ME0657 (155667)","43.00","67339.36","TER 7","","10.96","92.00","21.24","45.95","94.89","2900.45","","166.74","90.01","0.00","43.34","85.00","74.81","9068.16","305.24","72.00","40.14","1497.50","69.69","32.32","1592.22","-5.52","84.00","-7.19","-57.34","-172.41","-64.33","-159.86","-56.97","-175.49","-51.43","-168.65","85.84","77.12","49.21","157.29","90.82","83.35","67339.36","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.60","89.72"
"11/07/2024 02:59:56","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 3a H","","24ME0657 (155667)","43.00","70854.91","TER 7","","10.55","92.00","20.38","45.86","94.98","2906.41","","166.57","89.48","0.00","42.48","85.67","75.18","8967.94","304.72","72.00","39.92","1491.16","70.07","31.98","1594.76","-6.59","84.00","-8.52","-56.51","-176.33","-68.39","-161.06","-60.90","-177.66","-57.21","-170.15","84.67","75.87","48.21","159.52","93.74","83.46","70854.91","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.64","88.27"
"11/07/2024 03:59:57","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 4a H","","24ME0657 (155667)","43.00","74372.41","TER 7","","10.70","92.00","20.26","45.08","94.89","2905.30","","165.88","89.61","0.00","42.63","86.00","74.98","9026.02","305.71","73.00","39.86","1504.61","71.00","32.25","1608.53","-6.02","84.00","-8.86","-58.18","-174.47","-66.61","-159.02","-60.94","-177.51","-54.21","-169.40","83.13","80.04","48.74","158.99","95.60","83.67","74372.41","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.55","87.34"
"11/07/2024 05:00:00","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 5a H","","24ME0657 (155667)","43.00","77889.91","TER 7","","11.06","92.00","21.04","46.07","94.86","2907.60","","166.66","89.34","0.00","43.25","85.48","75.08","8970.92","307.91","73.00","39.83","1497.58","72.00","32.47","1590.13","-6.14","84.00","-8.27","-57.00","-171.93","-64.97","-158.18","-56.40","-176.02","-51.93","-166.65","81.18","74.76","48.77","159.31","93.46","83.48","77889.91","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.56","86.93"
"11/07/2024 05:59:58","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 6a H","","","43.00","81404.63","","","10.97","92.00","20.89","46.45","94.90","2899.26","","167.08","89.70","0.00","43.29","85.00","75.08","8921.21","305.19","74.00","40.07","1502.70","72.00","32.33","1601.84","-5.62","84.00","-7.38","-57.21","-176.09","-67.09","-160.53","-57.91","-177.62","-56.33","-168.94","61.50","78.28","49.94","159.37","95.01","84.66","81404.63","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.69","84.23"
"11/07/2024 06:59:51","Bionis YE 38 (OT) - Ext.Lev SC-20 AGLO","Q624242 (155688)","Secagem - 7a H","","","43.00","84913.02","","","11.08","92.00","20.66","45.92","95.25","2903.32","","167.42","90.39","0.00","43.24","85.00","75.19","9033.25","303.80","73.00","39.92","1503.26","71.12","32.38","1603.80","-2.67","84.00","-7.28","-57.70","-174.91","-68.17","-159.81","-59.43","-176.64","-55.00","-168.17","76.92","74.00","48.57","159.55","91.07","83.92","84913.02","100.00","100.00","1.68","1.68","1.48","1.48","1.48","1.48","6.00","6.00","6.00","6.00","6.00","5.00","1061","1061","1061","1061","1061","1061","1.64","82.35"
