"Data/Hora","Produto","SEC 2 - Ar Desumidificado (C)","SEC 2 - BO-02 (%)","SEC 2 - Câmara de Secagem (mmca)","SEC 2 - Delta P Filtro Cesto (mmca)","SEC 2 - Densidade TQ Origem (g/l)","SEC 2 - Duto do LF02 para CL02 (C)","SEC 2 - Malha do filtro","SEC 2 - LF-01(Pó) (C)","SEC 2 - LF-01(Tela) (C)","SEC 2 - Lote","SEC 2 - Lote TQ Origem","SEC 2 - Massa Seca TQ Origem (%)","SEC 2 - Massa Seca TQ Origem (auxiliar) (%)","SEC 2 - Peso TQ Origem (kg)","SEC 2 - Peso TQ Origem (em MS) (%)","SEC 2 - Pressão da Linha de Alimentação (bar)","SEC 2 - Pressão Delta P CL-01 (mmca)","SEC 2 - Pressão Delta P CL-02 (mmca)","SEC 2 - Pressão LF-01 (mmca)","SEC 2 - Pressão LF-02 (mmca)","SEC 2 - Pressão VE-01 (mmca)","SEC 2 - Pressão VE-04 (mmca)","SEC 2 - Rotação VE-01 (%)","SEC 2 - Rotação VE-02 (%)","SEC 2 - Rotação VE-04 (%)","SEC 2 - Rotação VE-05 (%)","SEC 2 - Rotação VE-06 (%)","SEC 2 - Rotação VE-07 (%)","SEC 2 - Saída Câmara (C)","SEC 2 - Saída do Envase(Pó) (C)","SEC 2 - Soprador RO-01 (mmca)","SEC 2 - Vazão de Água Evaporada (kg/h)","SEC 2 - Temp. Antes TQ 02 (pasteurização) (C)","SEC 2 - Temp. Após TQ 02 (C)","SEC 2 - Temperatura AQ-01 (C)","SEC 2 - Temperatura AQ-02 (C)","SEC 2 - Temperatura AQ-03 (C)","SEC 2 - Temperatura AQ-04 (C)","SEC 2 - Temperatura AQ-05 (C)","SEC 2 - Temperatura AQ-06 (C)","SEC 2 - Temperatura AQ-07 (C)","SEC 2 - Totalizador de Entrada (kg)","SEC 2 - TQ Origem","SEC 2 - Vazão de Ar VE-04 (kg/h)","SEC 2 - Vazão de Ar VE-05 (kg/h)","SEC 2 - Vazão de Ar VE-06 (kg/h)","SEC 2 - Vazão de Entrada (kg/h)","SEC 2 - VE-08 (mmca)","SEC 2 - Volume TQ Origem (m3)","SEC 2 - XV-70 Aberta (s)","SEC 2 - XV-70 Intervalo (s)","SEC 2 - Processo","SEC 2 - Verificação","SEC 2 - Taxa de Evaporação (%)","SEC 2 - Totalizador de Entrada (auxiliar) (kg)","SEC 2 - Monitoramento (peneira)","SEC 2 - Sanitização tq. emerg. foi feita?","SEC 2 - Nivel TQ Origem (g/l)","SEC 2 - Nível Óleo BO 02","SEC 2 - Temperatura TQ Origem (C)","SEC 2 - Tela da peneira","SEC 2 - Avaliação material retido","SEC 2 - Saída do Envaso(Pó) manual (C)","SEC 2 - Monitoramento","SEC 2 - Verificação RO","SEC 2 - Totalizador de pó (kg)","SEC 2 - Pressão VE-05 (mmca)","SEC 2 - Pressão VE-06 (mmca)","SEC 2 - Umidade Absoluta (g/kg)","SEC 2 - Abertura vv de vapor principal","SEC 2 - Bico 1","SEC 2 - Bico 2","SEC 2 - Bico 3","SEC 2 - Pastilha 1","SEC 2 - Pastilha 2","SEC 2 - Pastilha 3","SEC 2 - Bico 1 Do Secador 2 Aberto","SEC 2 - Bico 2 Do Secador 2 Aberto","SEC 2 - Bico 3 Do Secador 2 Aberto","SEC 2 - CV Válvula de Controle de Pressão LF-02 (%)","SEC 3 - Pastilha 5","SEC 3 - Pastilha 6","SEC 3 - Bico 1 Do Secador 3 Aberto","SEC 3 - Bico 2 Do Secador 3 Aberto","SEC 3 - Bico 3 Do Secador 3 Aberto","SEC 3 - Bico 4 Do Secador 3 Aberto","SEC 3 - Bico 5 Do Secador 3 Aberto","SEC 3 - Bico 6 Do Secador 3 Aberto","SEC 3 - CV Válvula de Controle de Pressão LF-02 (%)"
"03/07/2024 00:42:02","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.17","40.77","-3.43","","","45.86","","74.21","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","9489.13","4175.22","145.11","55.34","244.66","9.20","-2.61","","46.14","100.00","90.00","40.22","82.23","99.26","73.97","81.02","29.16","2171.94","324.56","78.13","67.89","160.58","47.63","104.70","43.40","26.10","15.29","","14074.65","TER 3","1199.42","474.93","473.82","582.78","","","3","15","Secagem - 27a H","","93.53","14074.65","","","9.30","","5.99","","","","","","5883.08","72.24","75.52","0","70.88","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","38.62","3.00","0.00","1","0","1","0","1","0","42.23"
"03/07/2024 01:42:06","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.66","40.35","-2.52","","","46.27","","74.30","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","9012.60","3965.54","145.15","55.12","244.88","7.02","-2.76","","46.54","100.00","90.00","40.22","82.23","99.26","74.01","81.06","29.25","2158.50","330.94","77.46","67.89","160.73","45.29","105.77","46.73","24.09","15.21","","14660.37","TER 3","1206.82","473.89","472.54","580.23","","","3","15","Secagem - 28a H","","95.37","14660.37","","","8.84","","5.99","","","","","","6127.89","74.76","75.05","0","70.94","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","38.62","3.00","0.00","1","0","1","0","1","0","41.43"
"03/07/2024 02:42:03","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.49","40.35","-2.74","","","46.01","","74.46","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","8481.40","3731.82","145.09","54.49","245.51","6.47","-3.37","","44.24","100.00","90.00","40.22","82.33","100.00","74.01","80.84","29.07","2016.80","324.19","77.15","67.89","159.75","42.34","105.34","42.51","25.29","15.17","","15244.66","TER 3","1200.82","475.53","471.64","588.21","","","3","15","Secagem - 29a H","","93.43","15244.66","","","8.32","","5.57","","","","","","6372.06","74.57","76.60","0","68.41","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","39.57","3.00","0.00","1","0","1","0","1","0","40.64"
"03/07/2024 03:42:02","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.36","40.35","-2.63","","","45.83","","74.44","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","7823.56","3442.37","145.18","59.09","240.91","8.39","-2.93","","45.66","100.00","90.00","40.88","82.33","100.00","74.01","80.91","28.83","2347.28","324.50","77.57","67.89","160.13","50.86","105.07","45.21","25.77","15.15","","15830.88","TER 3","1209.30","474.69","472.59","585.33","","","3","15","Secagem - 30a H","","93.52","15830.88","","","7.67","","5.57","","","","","","6617.17","74.89","74.69","0","70.95","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","39.57","3.00","0.00","1","0","1","0","1","0","41.29"
"03/07/2024 04:42:00","Biotaste BE - Ext.Lev SC-20 AGLO EXP","5.90","40.35","-2.29","","","46.19","","74.43","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","7300.59","3212.26","145.10","63.86","236.14","10.21","-3.40","","46.21","100.00","90.00","40.88","82.42","100.00","74.01","81.36","28.90","2193.63","326.77","78.23","67.89","160.33","42.61","106.00","45.70","27.62","14.72","","16414.16","TER 3","1199.00","474.96","474.60","583.79","","","3","15","Secagem - 31a H","","94.17","16414.16","","","7.16","","5.46","","","","","","6861.11","73.82","75.35","0","73.47","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","39.57","3.00","0.00","1","0","1","0","1","0","41.61"
"03/07/2024 05:42:03","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.59","40.41","-2.31","","","45.59","","74.62","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","6741.93","2966.45","144.80","64.91","235.09","7.67","-2.21","","44.77","100.00","90.00","40.88","84.74","100.00","74.31","81.17","28.60","2233.97","323.40","78.22","67.89","161.31","44.07","105.99","42.78","27.25","14.90","","17000.17","TER 3","1201.20","477.44","474.58","583.84","","","3","15","Secagem - 32a H","","93.20","17000.17","","","6.61","","6.47","","","","","","7105.86","76.38","77.66","0","73.47","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","39.57","3.00","0.00","1","0","1","0","1","0","42.24"
"03/07/2024 06:42:03","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.10","40.41","-2.73","","","46.04","","74.29","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","5107.21","2247.17","144.96","72.35","227.65","9.65","-4.36","","45.96","100.00","90.00","40.88","82.22","99.74","74.31","81.00","28.24","2353.24","328.16","78.13","67.89","160.57","44.04","105.07","47.28","27.58","14.63","","17586.74","TER 3","1204.93","474.65","475.63","585.88","","","3","15","Secagem - 33a H","","94.57","17586.74","","","5.01","","5.94","","","","","","7351.03","74.28","73.64","0","73.47","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","40.29","3.00","0.00","1","0","1","0","1","0","42.43"
"03/07/2024 07:42:05","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.08","40.41","-3.31","","","46.25","","75.05","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","5107.16","2247.15","144.94","65.68","234.32","7.48","-1.98","","44.57","100.00","90.00","40.39","82.22","99.74","74.31","80.83","28.41","2185.50","327.17","79.38","67.89","158.99","46.54","104.72","44.57","27.71","14.80","","18174.24","TER 3","1200.15","474.60","474.79","584.82","","","3","15","Secagem - 34a H","","94.29","18174.24","","","5.01","","5.94","","","","","","7596.76","73.67","74.34","0","75.98","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","40.29","3.00","0.00","1","0","1","0","1","0","39.60"
"03/07/2024 08:42:01","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.85","40.41","-2.98","","","44.35","","75.13","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","5104.26","2245.87","144.97","23.81","276.19","8.83","-5.15","","45.30","100.00","90.00","40.39","79.69","99.74","74.31","81.46","27.95","2237.06","326.88","79.38","67.89","160.77","42.48","104.89","42.84","25.47","15.61","","18760.26","TER 3","1198.81","475.95","434.94","581.41","","","3","15","Secagem - 35a H","","94.20","18760.26","","","5.00","","5.94","","","","","","7841.71","93.85","102.98","0","75.98","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","37.76","3.00","0.00","1","0","1","0","1","0","42.22"
"03/07/2024 09:42:01","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.69","40.40","-3.36","","","46.57","","75.36","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","5102.48","2245.09","145.16","1.30","298.70","6.73","-1.41","","48.65","100.00","90.00","40.39","74.30","99.74","73.85","81.04","31.29","1972.88","329.56","77.63","67.89","159.57","47.31","105.77","42.94","26.03","16.53","","19346.18","TER 3","1195.33","474.54","392.78","584.76","","","3","15","Secagem - 36a H","","94.97","19346.18","","","5.00","","5.94","","","","","","8086.65","119.44","131.67","0","73.47","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","32.64","3.00","0.00","1","0","1","0","1","0","42.13"
"03/07/2024 10:42:01","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.83","100.00","-4.03","","","40.80","","97.20","0.00","Q224065 (155607)","24/1362 (155499)","0.00","44.00","5114.88","2250.55","0.41","-24.15","324.15","-1.13","24.60","","32.23","100.00","90.00","40.66","79.22","100.00","73.85","98.46","32.60","924.96","1049.46","74.25","49.17","111.45","40.97","104.73","47.07","25.92","16.83","","19600.24","TER 3","1198.50","472.89","443.24","1049.46","","","3","15","Secagem - 37a H","","302.44","19600.24","","","5.01","","5.94","","","","","","8192.90","84.25","94.41","0","2.22","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","40.52","3.00","0.00","1","0","1","0","1","0","40.94"
"03/07/2024 11:42:02","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.86","100.00","-3.45","","","33.92","","94.96","0.00","Q224065 (155607)","24/1362 (155499)","0.00","44.00","5201.39","2288.61","0.26","-30.30","330.30","-0.87","-2.01","","32.97","100.00","90.00","40.66","81.94","99.55","73.85","95.77","28.86","736.56","724.41","81.63","78.88","108.38","44.71","100.31","43.61","24.32","16.99","","19600.24","TER 3","1200.88","475.26","471.48","804.94","","","3","15","Secagem - 38a H","","208.76","19600.24","","","5.10","","5.94","","","","","","8192.90","71.00","73.77","0","2.22","1.00","1.00","1.00","2.00","2.00","2.00","1","1","1","45.75","3.00","0.00","1","0","1","0","1","0","40.94"
"03/07/2024 12:42:00","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.91","12.00","-1.79","","","34.23","","95.24","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","5150.24","2266.11","0.00","-35.51","335.51","-0.87","-6.85","","34.88","100.00","90.00","38.12","82.48","99.55","73.85","95.08","30.35","1107.25","0.00","39.35","54.91","109.22","44.74","103.21","44.00","26.87","17.21","","19600.24","TER 3","1207.46","475.02","475.37","0.00","","","3","15","Secagem - 39a H","","0.00","19600.24","","","5.05","","5.82","","","","","","8192.90","66.72","70.64","0","2.22","1.00","1.00","1.00","2.00","2.00","2.00","1","0","0","40.74","3.00","0.00","1","0","1","0","1","0","41.22"
"03/07/2024 13:42:01","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.80","31.66","-2.67","","","43.68","","83.69","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","4596.27","2022.36","144.82","-33.25","333.25","6.67","-1.66","10.19","45.38","100.00","90.00","38.12","77.23","96.49","76.90","95.45","33.51","2155.59","342.61","81.79","54.91","168.09","45.66","107.92","47.41","27.56","35.33","","19957.87","TER 3","1198.63","473.42","474.99","601.24","","","3","15","Secagem - 40a H","","98.73","19957.87","","","4.51","","5.82","","","","","","8342.33","68.23","75.83","0","97.84","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.03","3.00","0.00","1","0","1","0","1","0","41.10"
"03/07/2024 14:42:03","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.40","31.66","-2.96","","","43.96","","82.94","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","4239.66","1865.45","144.76","-53.36","353.36","7.75","-1.28","15.45","50.01","100.00","90.00","38.12","77.23","96.49","76.90","97.61","34.95","2328.77","312.31","77.11","64.90","166.06","43.94","106.26","43.68","25.28","17.37","","20545.16","TER 3","1197.97","474.88","473.75","555.41","","","3","15","Secagem - 41a H","","90.00","20545.16","","","4.16","","6.68","","","","","","8587.69","69.64","76.36","0","85.20","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.03","3.00","0.00","1","0","1","0","1","0","41.22"
"03/07/2024 15:41:57","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.99","31.66","-3.52","","","44.01","","81.10","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","3880.87","1707.58","145.09","-50.85","350.85","9.96","-3.28","14.82","52.18","97.48","90.00","38.12","77.23","96.49","76.90","94.02","35.34","2469.23","299.47","77.32","64.90","160.47","42.39","104.71","42.86","24.37","17.32","","21085.05","TER 3","1193.40","474.97","477.20","535.76","","","3","15","Secagem - 42a H","","86.30","21085.05","","","3.81","","6.68","","","","","","8813.65","66.00","74.80","0","67.55","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","37.98","3.00","0.00","1","0","1","0","1","0","41.28"
"03/07/2024 16:42:00","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.93","31.66","-2.92","","","44.13","","82.19","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","3396.50","1494.46","145.23","-55.84","355.84","12.07","-4.45","14.44","51.28","97.48","90.00","36.91","77.23","96.49","76.90","95.12","35.48","2452.43","289.91","78.47","67.89","160.52","41.76","101.39","45.88","26.34","17.24","","21614.31","TER 3","1206.84","473.90","476.71","518.14","","","3","15","Secagem - 43a H","","83.55","21614.31","","","3.33","","6.56","","","","","","9034.95","66.28","74.64","0","70.08","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","37.97","3.00","0.00","1","0","1","0","1","0","41.45"
"03/07/2024 17:41:57","Biotaste BE - Ext.Lev SC-20 AGLO EXP","7.44","29.35","-2.92","","","45.56","","80.54","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","2848.01","1253.12","145.05","-52.15","352.15","13.92","-3.26","14.98","57.19","97.48","90.00","36.91","77.16","97.07","77.78","94.96","35.24","2303.20","258.41","76.68","66.90","161.34","46.77","104.63","47.22","27.30","17.48","","22106.33","TER 3","1208.82","472.18","477.43","467.75","","","3","15","Secagem - 44a H","","74.47","22106.33","","","2.79","","6.56","","","","","","9240.56","66.47","73.36","0","70.08","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","40.44","3.00","0.00","1","0","1","0","1","0","40.74"
"03/07/2024 18:41:59","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.91","29.35","-3.38","","","44.45","","78.74","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","2211.48","973.05","145.16","-27.26","327.26","9.44","-4.59","14.10","54.33","99.99","90.00","36.91","77.16","97.07","77.78","94.92","33.83","2481.34","239.03","77.10","66.90","161.10","41.57","103.55","44.18","26.15","16.27","","22548.74","TER 3","1198.32","470.65","475.88","430.30","","","3","15","Secagem - 45a H","","68.88","22548.74","","","2.17","","6.73","","","","","","9425.33","70.70","77.56","0","70.08","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.04","3.00","0.00","1","0","1","0","1","0","37.48"
"03/07/2024 19:42:03","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.48","29.35","-2.93","","","43.49","","78.67","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","1515.24","666.71","144.98","-15.21","315.21","11.54","-4.27","13.51","54.70","99.99","90.00","36.91","77.16","97.07","77.78","94.94","33.03","2346.75","239.53","79.46","65.90","161.26","44.01","105.11","42.59","27.54","15.58","","22977.68","TER 3","1203.03","474.04","475.37","427.80","","","3","15","Secagem - 46a H","","69.03","22977.68","","","1.49","","6.73","","","","","","9604.65","68.89","73.20","0","70.08","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.04","3.00","0.00","1","0","1","0","1","0","40.00"
"03/07/2024 20:41:58","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.62","29.35","-3.08","","","42.81","","78.55","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","792.64","348.76","145.21","-0.75","300.75","13.36","-2.54","10.78","53.11","99.99","90.00","37.85","77.09","97.07","77.78","94.97","32.52","2361.97","239.11","76.44","65.90","162.27","46.93","105.09","45.90","25.64","15.25","","23403.73","TER 3","1197.05","475.00","475.18","423.88","","","3","15","Secagem - 47a H","","68.91","23403.73","","","0.78","","6.39","","","","","","9782.79","68.67","73.99","0","72.60","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.04","3.00","0.00","1","0","1","0","1","0","39.57"
"03/07/2024 21:41:57","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.20","29.17","-3.65","","","44.04","","78.22","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","50.85","22.37","145.10","11.90","288.10","14.84","-4.41","11.90","54.85","99.99","90.00","37.85","77.27","97.08","77.54","95.02","32.16","2429.30","240.17","77.55","64.90","162.53","44.22","105.87","47.20","24.33","15.07","","23829.04","TER 3","1205.25","474.31","477.89","428.05","","","3","15","Secagem - 48a H","","69.21","23829.04","","","0.05","","6.39","","","","","","9960.65","64.57","75.74","0","72.60","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.04","3.00","0.00","1","0","1","0","1","0","39.12"
"03/07/2024 22:41:59","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.10","29.17","-3.57","","","43.29","","76.93","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","145.06","14.12","285.88","12.35","-2.79","9.53","53.55","100.00","90.00","37.85","77.27","97.08","77.54","95.13","31.87","2437.65","240.50","78.47","65.90","162.34","47.08","104.84","45.63","24.09","14.68","","24255.97","TER 3","1200.58","473.73","475.63","423.27","","","3","15","Secagem - 49a H","","69.31","24255.97","","","0.00","","6.36","","","","","","10139.03","69.55","71.87","0","75.13","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.47","3.00","0.00","1","0","1","0","1","0","40.02"
"03/07/2024 23:42:00","Biotaste BE - Ext.Lev SC-20 AGLO EXP","5.55","29.17","-4.23","","","41.79","","79.27","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","144.63","23.39","276.61","12.20","0.32","10.04","53.08","100.00","90.00","37.85","77.27","97.08","77.54","94.77","31.73","2475.63","239.39","79.81","64.90","162.14","48.97","104.09","42.84","24.90","14.56","","24682.59","TER 3","1210.56","473.68","476.64","426.67","","","3","15","Secagem - 50a H","","68.99","24682.59","","","0.00","","6.36","","","","","","10317.53","71.22","79.41","0","70.13","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.47","3.00","0.00","1","0","1","0","1","0","41.65"
"04/07/2024 00:41:55","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.14","29.17","-2.25","","","41.74","","76.67","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","144.86","22.84","277.16","13.37","1.29","8.69","53.02","100.00","90.00","38.04","80.03","97.08","77.54","94.91","31.71","2373.94","239.19","75.97","65.90","162.70","41.29","104.34","42.89","24.18","14.63","","25107.14","TER 3","1195.28","476.37","472.09","430.16","","","3","15","Secagem - 51a H","","68.93","25107.14","","","0.00","","5.86","","","","","","10494.85","68.67","73.10","0","72.68","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.47","3.00","0.00","1","0","1","0","1","0","39.06"
"04/07/2024 01:41:57","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.73","29.13","-3.28","","","42.83","","79.76","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","145.06","14.59","285.41","12.01","-3.38","8.70","52.44","100.00","90.00","38.04","77.49","96.49","77.43","94.84","31.87","2478.32","235.53","81.78","65.90","162.30","49.56","104.73","45.99","24.44","15.30","","25532.10","TER 3","1196.76","475.83","476.22","423.88","","","3","15","Secagem - 52a H","","67.88","25532.10","","","0.00","","5.86","","","","","","10672.17","68.69","73.19","0","67.62","1.00","1.00","1.00","2.00","2.00","2.00","1","1","0","38.47","3.00","0.00","1","0","1","0","1","0","40.12"
"04/07/2024 02:42:01","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.75","0.00","-2.80","","","43.49","","96.56","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","0.00","-9.95","309.95","-0.22","-5.35","7.27","33.41","100.00","88.00","35.54","77.70","96.39","74.79","98.32","30.79","1278.11","0.00","82.36","48.92","110.20","42.60","105.84","46.55","25.64","15.25","","25741.07","TER 3","1206.49","474.57","474.47","0.00","","","3","15","Secagem - 53a H","","0.00","25741.07","","","0.00","","58.45","","","","","","10759.95","63.17","71.00","0","0.63","1.00","1.00","1.00","2.00","2.00","2.00","0","0","0","52.48","3.00","0.00","1","0","1","0","1","0","39.28"
"04/07/2024 03:41:59","Biotaste BE - Ext.Lev SC-20 AGLO EXP","6.52","0.00","-3.50","","","33.27","","94.03","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","0.00","12.76","287.24","1.46","-2.78","6.45","34.03","97.52","78.11","32.53","77.69","96.43","72.23","94.57","28.77","1493.15","0.00","77.63","35.94","110.41","44.92","103.31","42.94","26.69","14.87","","25741.07","TER 3","1210.00","475.38","474.51","0.00","","","3","15","Secagem - 54a H","","0.00","25741.07","","","0.00","","26.51","","","","","","10759.95","67.40","74.07","0","0.63","1.00","1.00","1.00","2.00","2.00","2.00","0","0","0","36.46","3.00","0.00","1","0","1","0","1","0","42.50"
"04/07/2024 04:41:57","Biotaste BE - Ext.Lev SC-20 AGLO EXP","21.17","0.00","5.64","","","26.51","","49.63","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","0.00","54.30","245.70","1.14","-2.81","0.00","","30.00","30.00","30.00","100.00","100.00","25.00","66.82","24.86","329.23","0.00","72.04","30.95","130.38","48.96","72.57","27.82","24.40","23.53","","25741.07","TER 3","0.00","0.00","0.00","0.00","","","3","15","Secagem - 55a H","","0.00","25741.07","","","0.00","","16.63","","","","","","10759.95","","4.18","0","0.63","1.00","1.00","1.00","2.00","2.00","2.00","0","0","0","59.92","3.00","0.00","1","0","1","0","1","0","41.89"
"04/07/2024 05:41:55","Biotaste BE - Ext.Lev SC-20 AGLO EXP","21.10","0.00","5.69","","","24.88","","37.24","0.00","Q224065 (155607)","24/1362 (155499)","44.00","44.00","0.00","0.00","0.00","104.68","195.32","3.02","-2.73","0.00","","30.00","30.00","30.00","100.00","100.00","25.00","62.53","23.68","327.39","0.00","73.69","28.95","134.33","49.60","75.44","24.81","22.50","22.51","","25741.07","TER 3","0.00","0.00","0.00","0.00","","","3","15","Secagem - 56a H","","0.00","25741.07","","","0.00","","13.59","","","","","","10759.95","","4.10","0","0.63","1.00","1.00","1.00","2.00","2.00","2.00","0","0","0","67.40","3.00","0.00","1","0","1","0","1","0","42.38"
"04/07/2024 06:52:46","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.47","52.72","-4.29","","1200.00","48.21","","0.00","73.18","Q324170 (155609)","24ME0639 (155523)","44.00","44.00","19318.93","8500.33","119.85","171.79","134.16","28.81","-6.74","11.62","50.82","Troca Lote ou Ordem","87.43","88.00","40.00","65.00","65.00","87.75","87.41","34.19","2377.81","552.87","77.85","71.97","133.73","39.97","77.83","44.51","24.86","40.03","19.73","41227.52","TER 4","","","","989.60","183.00","0.02","2","10","","52.81","41227.52","","19.65","","6.62","","","","","","","17220.64","74.78","79.24","3","42.42","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.23"
"04/07/2024 06:53:06","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.60","52.72","-4.60","","1200.00","49.33","","0.00","73.18","Q324170 (155609)","24ME0639 (155523)","44.00","44.00","19318.81","8500.28","119.95","172.04","134.34","29.20","-7.51","11.00","50.18","Secagem - 1a H","87.43","88.00","40.00","65.00","65.00","87.75","87.21","34.18","2416.47","554.50","77.88","71.96","133.59","40.13","77.90","44.44","24.87","40.09","19.97","41232.95","TER 4","","","","989.23","181.00","0.02","2","10","","52.96","41232.95","","19.65","","6.62","","","","","","","17222.93","74.84","79.40","3","42.42","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.11"
