"Data/Hora","Produto","SEC 3 - Ar Desumidificado (C)","SEC 3 - BO-02 (%)","SEC 3 - Câmara de Secagem (mmca)","SEC 3 - Delta P Filtro Cesto (mmca)","SEC 3 - Densidade TQ Origem (g/l)","SEC 3 - Duto do LF02 para CL02 (C)","SEC 3 - Malha do filtro","SEC 3 - LF-01(Pó) (C)","SEC 3 - LF-01(Tela) (C)","SEC 3 - Lote","SEC 3 - Lote TQ Origem","SEC 3 - Massa Seca TQ Origem (%)","SEC 3 - Massa Seca TQ Origem (auxiliar) (%)","SEC 3 - Peso TQ Origem (kg)","SEC 3 - Peso TQ Origem (em MS) (%)","SEC 3 - Pressão da Linha de Alimentação (bar)","SEC 3 - Pressão Delta P CL-01 (mmca)","SEC 3 - Pressão Delta P CL-02 (mmca)","SEC 3 - Pressão LF-01 (mmca)","SEC 3 - Pressão LF-02 (mmca)","SEC 3 - Pressão VE-01 (mmca)","SEC 3 - Pressão VE-04 (mmca)","SEC 3 - Processo","SEC 3 - Rotação VE-01 (%)","SEC 3 - Rotação VE-02 (%)","SEC 3 - Rotação VE-04 (%)","SEC 3 - Rotação VE-05 (%)","SEC 3 - Rotação VE-06 (%)","SEC 3 - Rotação VE-07 (%)","SEC 3 - Saída Câmara (C)","SEC 3 - Saída do Envase(Pó) (C)","SEC 3 - Soprador RO-01 (mmca)","SEC 3 - Vazão de Água Evaporada (kg/h)","SEC 3 - Temp. Antes TQ 07 (pasteurização) (C)","SEC 3 - Temp. Após TQ 07 (C)","SEC 3 - Temperatura AQ-01 (C)","SEC 3 - Temperatura AQ-02 (C)","SEC 3 - Temperatura AQ-03 (C)","SEC 3 - Temperatura AQ-04 (C)","SEC 3 - Temperatura AQ-05 (C)","SEC 3 - Temperatura AQ-06 (C)","SEC 3 - Temperatura AQ-07 (C)","SEC 3 - Totalizador de Entrada (kg)","SEC 3 - TQ Origem","SEC 3 - Vazão de Ar VE-04 (kg/h)","SEC 3 - Vazão de Ar VE-05 (kg/h)","SEC 3 - Vazão de Ar VE-06 (kg/h)","SEC 3 - Vazão de Entrada (kg/h)","SEC 3 - VE-08 (mmca)","SEC 3 - Volume TQ Origem (m3)","SEC 3 - XV-109 Aberta (s)","SEC 3 - XV-109 Intervalo (s)","SEC 3 - Verificação","SEC 3 - Taxa de Evaporação (%)","SEC 3 - Totalizador de Entrada (auxiliar) (kg)","SEC 3 - Sanitização tq. emerg. foi feita?","SEC 3 - Nivel TQ Origem (g/l)","SEC 3 - Nível Óleo BO 02","SEC 3 - Temperatura TQ Origem (C)","SEC 3 - Tela da peneira","SEC 3 - Avaliação material retido","SEC 3 - Monitoramento (peneira)","SEC 3 - Saída do Envaso(Pó) manual (C)","SEC 3 - Monitoramento","SEC 3 - Verificação RO","SEC 3 - Totalizador de pó (kg)","SEC 3 - Pressão VE-05 (mmca)","SEC 3 - Pressão VE-06 (mmca)","SEC 3 - Umidade Absoluta (g/kg)","SEC 3 - Abertura vv de vapor principal","SEC 3 - Bico 1","SEC 3 - Bico 2","SEC 3 - Bico 3","SEC 3 - Bico 4","SEC 3 - Bico 5","SEC 3 - Bico 6","SEC 3 - Pastilha 1","SEC 3 - Pastilha 2","SEC 3 - Pastilha 3","SEC 3 - Pastilha 4","SEC 3 - Pastilha 5","SEC 3 - Pastilha 6","SEC 3 - Bico 1 Do Secador 3 Aberto","SEC 3 - Bico 2 Do Secador 3 Aberto","SEC 3 - Bico 3 Do Secador 3 Aberto","SEC 3 - Bico 4 Do Secador 3 Aberto","SEC 3 - Bico 5 Do Secador 3 Aberto","SEC 3 - Bico 6 Do Secador 3 Aberto","SEC 3 - CV Válvula de Controle de Pressão LF-02 (%)"
"02/07/2024 21:16:27","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.99","100.00","-3.84","","1200.00","54.67","","0.00","98.58","Q324169 (155609)","24ME0639 (155523)","0.00","44.00","52475.70","23089.31","2.86","169.05","140.83","0.21","-3.93","10.09","23.84","Troca Lote ou Ordem","87.01","87.10","42.82","65.00","65.00","78.58","104.10","47.64","518.39","0.00","93.54","32.46","116.04","51.47","81.23","76.69","47.76","60.25","25.50","8315.80","TER 4","","","","0.00","144.00","0.04","2","10","","0.00","8315.80","","52.18","","7.36","","","","","","","3472.12","57.63","65.43","12","20.36","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","0","0","0","0","0","0","43.34"
"02/07/2024 21:16:47","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.94","100.00","-3.46","","1200.00","54.24","","0.00","98.48","Q324169 (155609)","24ME0639 (155523)","0.00","44.00","52463.58","23083.98","3.20","169.16","141.04","-0.75","-3.90","10.60","23.26","Secagem - 1a H","87.01","87.11","42.80","65.00","65.00","78.63","103.87","47.21","517.65","0.00","92.42","32.46","116.03","49.59","80.74","75.57","46.62","58.02","25.58","8315.80","TER 4","","","","0.00","144.00","0.04","2","10","","0.00","8315.80","","52.18","","7.36","","","","","","","3472.12","57.32","65.21","12","20.36","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","0","0","0","0","0","0","43.34"
"02/07/2024 22:07:26","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.32","53.01","-2.55","","1200.00","33.16","","0.00","78.00","Q324169 (155609)","24ME0639 (155523)","42.00","42.00","51470.94","21617.79","120.58","171.85","138.09","5.75","-3.35","10.31","37.56","Secagem - 2a H","87.01","87.85","40.47","65.00","65.00","86.42","87.16","29.26","1498.04","563.30","84.83","68.12","133.40","40.04","78.63","44.19","25.88","40.00","23.18","8741.67","TER 4","","","","1005.87","173.00","0.04","2","10","","53.80","8741.67","","52.18","","7.36","","","","","","","3645.12","58.27","66.13","4","36.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.83"
"02/07/2024 23:07:31","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.78","53.01","-2.44","","1200.00","46.03","","0.00","73.25","Q324169 (155609)","24ME0639 (155523)","42.00","42.00","49918.80","20965.90","120.24","174.96","134.87","17.76","-4.55","10.81","47.35","Secagem - 3a H","87.01","88.00","40.00","65.00","65.00","89.33","87.20","31.75","2152.95","563.00","72.92","69.53","134.23","40.10","78.06","45.76","25.16","40.27","21.91","9734.31","TER 4","","","","1005.28","163.50","0.04","2","10","","53.77","9734.31","","49.68","","7.36","","","","","","","4060.10","64.76","73.30","4","36.01","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.75"
"03/07/2024 00:07:27","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.75","53.01","-2.84","","1200.00","48.98","","0.00","72.64","Q324169 (155609)","24ME0639 (155523)","42.00","42.00","48537.42","20385.72","120.15","176.65","135.28","16.21","-6.01","10.64","47.67","Secagem - 4a H","87.01","88.00","40.00","65.00","65.00","89.33","86.98","32.70","2240.21","550.60","82.65","71.65","133.83","39.82","77.97","43.77","24.72","39.96","21.29","10726.28","TER 4","","","","983.55","175.82","0.04","2","10","","52.59","10726.28","","49.68","","7.36","","","","","","","4474.81","67.65","75.58","4","36.01","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.75"
"03/07/2024 01:07:29","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.97","53.01","-2.80","","1200.00","47.30","","0.00","72.20","Q324169 (155609)","24ME0639 (155523)","42.00","42.00","48251.85","20265.78","120.15","175.21","135.99","19.07","-0.36","10.89","47.95","Secagem - 5a H","88.14","88.00","40.00","65.00","65.00","89.33","86.80","32.88","2311.86","554.72","77.09","72.32","133.31","39.89","77.03","45.15","25.18","39.98","20.28","11716.83","TER 4","","","","990.70","188.78","0.04","2","10","","52.98","11716.83","","47.18","","7.33","","","","","","","4888.95","68.29","76.07","2","38.52","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.23"
"03/07/2024 02:07:29","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.64","52.78","-1.86","","1200.00","49.32","","0.00","72.42","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","47160.73","20750.72","119.66","175.76","137.90","18.08","-4.19","10.58","46.23","Secagem - 6a H","88.14","88.00","40.00","65.00","65.00","89.34","86.96","33.45","2356.52","544.90","76.96","71.01","134.09","39.84","77.94","45.12","25.01","39.92","19.83","12709.41","TER 4","","","","973.17","187.00","0.04","2","10","","52.04","12709.41","","47.18","","7.33","","","","","","","5303.98","72.49","79.65","3","41.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.43"
"03/07/2024 03:07:30","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.18","52.78","-3.19","","1200.00","48.83","","0.00","72.24","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","46454.15","20439.83","119.85","175.59","136.44","16.88","-4.09","10.73","46.27","Secagem - 7a H","88.14","88.00","40.00","65.00","65.00","89.34","86.88","34.08","2324.66","560.00","77.63","71.21","133.74","39.63","77.73","44.47","24.96","39.90","19.54","13702.35","TER 4","","","","999.40","197.00","0.04","2","10","","53.49","13702.35","","47.18","","7.33","","","","","","","5719.10","71.65","79.09","3","41.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.64"
"03/07/2024 04:07:24","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.23","52.78","-1.75","","1200.00","49.56","","0.00","72.32","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","45603.83","20065.69","119.75","174.20","136.47","15.75","3.31","12.43","47.77","Secagem - 8a H","88.14","88.00","40.00","65.00","65.00","89.34","86.78","34.11","2404.94","554.60","80.21","70.69","133.31","39.88","77.62","44.24","24.92","40.04","19.94","14693.73","TER 4","","","","990.20","198.00","0.04","2","10","","52.97","14693.73","","44.69","","7.33","","","","","","","6133.59","74.40","81.65","3","41.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.29"
"03/07/2024 05:07:28","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.48","52.78","-2.87","","1200.00","48.09","","0.00","72.47","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","44424.30","19546.69","119.75","175.66","136.65","17.34","-0.76","11.90","48.11","Secagem - 9a H","88.14","88.00","40.00","65.00","65.00","89.34","86.91","33.52","2382.60","552.33","77.60","71.99","133.22","39.91","78.07","44.67","25.03","39.99","19.46","15685.90","TER 4","","","","998.00","200.80","0.04","2","10","","52.75","15685.90","","44.67","","7.21","","","","","","","6548.43","71.48","78.89","3","41.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.61"
"03/07/2024 06:07:27","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.64","52.91","-2.22","","1200.00","48.09","","0.00","74.33","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","40140.72","17661.92","119.85","174.27","135.14","24.95","-0.87","10.60","53.90","Secagem - 10a H","88.14","88.00","40.00","65.00","65.00","89.82","86.96","33.67","2420.10","555.75","77.45","71.43","133.77","40.19","78.02","44.37","25.01","40.14","20.50","16678.72","TER 4","","","","1004.03","196.73","0.03","2","10","","53.08","16678.72","","39.67","","7.08","","","","","","","6963.45","70.84","78.39","3","41.25","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.24"
"03/07/2024 07:07:31","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.40","52.91","-1.39","","1200.00","49.79","","0.00","74.69","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","40140.72","17661.92","119.85","175.59","136.29","27.06","-3.52","11.06","52.96","Secagem - 11a H","88.14","88.00","40.00","65.00","65.00","89.84","87.24","33.47","2425.41","555.42","77.50","71.14","134.60","39.74","78.03","45.02","24.87","39.92","19.86","17674.82","TER 4","","","","993.00","193.75","0.03","2","10","","53.05","17674.82","","39.67","","7.08","","","","","","","7379.77","73.30","80.63","3","41.25","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.43"
"03/07/2024 08:07:25","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.55","52.91","-1.59","","1200.00","50.95","","0.00","75.08","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","40140.73","17661.92","120.10","174.90","137.20","27.82","-3.56","9.62","55.81","Secagem - 12a H","88.14","88.00","40.00","65.00","65.00","89.84","87.55","33.65","2427.89","555.23","78.13","71.05","134.43","40.39","78.61","45.31","25.17","40.08","20.69","18668.35","TER 4","","","","981.55","186.60","0.03","2","10","","53.03","18668.35","","39.67","","7.08","","","","","","","7795.00","75.91","80.98","3","43.77","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.60"
"03/07/2024 09:07:28","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.06","52.91","-2.66","","1200.00","48.22","","0.00","73.99","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","40146.08","17664.28","120.15","168.13","137.73","25.78","-3.49","10.54","54.29","Secagem - 13a H","88.64","88.00","40.00","65.00","65.00","89.84","86.43","34.47","2414.87","562.67","77.14","71.71","133.21","39.94","78.35","44.90","24.96","40.03","20.14","19664.39","TER 4","","","","1000.00","193.00","0.03","2","10","","53.74","19664.39","","39.67","","7.08","","","","","","","8211.22","72.05","76.26","3","38.18","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.22"
"03/07/2024 10:07:29","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.87","52.80","-2.86","","1200.00","50.72","","0.00","74.86","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","40070.22","17630.90","120.02","166.99","137.20","26.26","-4.29","10.86","53.29","Secagem - 14a H","88.64","88.00","40.00","65.00","65.00","88.23","87.18","35.10","2436.92","549.12","78.89","71.71","133.71","39.85","77.94","45.35","25.06","39.96","20.31","20656.56","TER 4","","","","981.73","182.43","0.03","2","10","","52.45","20656.56","","39.67","","7.08","","","","","","","8625.55","74.74","79.23","3","40.68","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.13"
"03/07/2024 11:07:28","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.75","52.80","-0.87","","1200.00","50.38","","0.00","74.60","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","39271.83","17279.61","120.15","166.56","134.48","27.71","-3.11","12.22","54.48","Secagem - 15a H","88.64","88.00","40.00","65.00","65.00","88.18","86.68","35.18","2386.11","555.33","77.74","72.38","132.63","40.03","77.77","45.29","25.13","40.03","20.98","21649.14","TER 4","","","","1009.00","185.60","0.03","2","10","","53.04","21649.14","","39.67","","7.08","","","","","","","9040.12","69.95","80.89","3","35.63","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.94"
"03/07/2024 12:07:29","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.35","52.80","-2.19","","1200.00","49.69","","0.00","74.73","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","38578.97","16974.75","120.02","166.64","134.00","28.62","-5.79","11.41","54.97","Secagem - 16a H","88.64","88.00","40.00","65.00","65.00","88.18","86.96","35.42","2351.42","556.53","78.74","72.50","132.94","39.88","77.54","44.86","25.22","40.05","20.30","22639.62","TER 4","","","","992.92","180.87","0.03","2","10","","53.15","22639.62","","39.67","","7.08","","","","","","","9453.82","67.82","76.47","3","35.63","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.94"
"03/07/2024 13:07:22","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.81","52.80","-4.35","","1200.00","51.22","","0.00","74.74","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","37843.63","16651.20","120.54","165.97","132.17","24.77","0.53","10.68","52.16","Secagem - 17a H","88.50","88.00","40.00","65.00","65.00","88.18","87.06","36.00","2357.82","554.77","75.63","72.87","133.38","40.16","77.99","44.99","25.42","40.02","20.93","23626.82","TER 4","","","","986.80","182.30","0.03","2","10","","52.99","23626.82","","37.17","","6.93","","","","","","","9866.13","72.62","74.53","3","35.63","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.22"
"03/07/2024 14:07:26","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.88","52.70","-2.58","","1200.00","50.90","","0.00","74.46","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","36783.78","16184.86","120.00","165.14","133.58","25.86","-1.76","10.58","51.57","Secagem - 18a H","88.50","88.00","40.00","65.00","65.00","86.79","86.98","36.06","2354.28","554.97","77.31","72.54","133.41","39.74","77.93","45.18","25.28","39.98","19.81","24618.28","TER 4","","","","984.50","183.17","0.03","2","10","","53.01","24618.28","","37.17","","6.93","","","","","","","10280.22","68.29","80.35","3","35.63","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.10"
"03/07/2024 15:07:25","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.92","52.70","-3.89","","1200.00","49.81","","0.00","74.20","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","36281.39","15963.81","120.10","166.40","131.76","28.30","-1.79","9.85","51.13","Secagem - 19a H","88.50","88.00","40.00","65.00","65.00","86.74","87.06","35.95","2379.20","545.05","79.56","72.68","133.67","40.17","77.95","45.26","25.49","40.09","20.88","25606.38","TER 4","","","","1005.80","177.50","0.03","2","10","","52.06","25606.38","","37.17","","6.93","","","","","","","10693.00","68.03","75.04","3","35.67","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.22"
"03/07/2024 16:07:21","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.43","52.70","-2.57","","1200.00","50.36","","0.00","74.13","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","35358.27","15557.64","119.88","169.07","133.07","27.47","-1.26","11.65","49.87","Secagem - 20a H","88.50","88.00","40.00","65.00","65.00","86.74","87.29","35.51","2411.16","555.15","76.25","72.70","134.41","39.99","78.64","45.19","25.43","39.93","20.45","26594.15","TER 4","","","","1001.08","181.25","0.03","2","10","","53.02","26594.15","","34.67","","6.93","","","","","","","11105.66","68.53","74.60","3","35.67","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.28"
"03/07/2024 17:07:26","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.09","52.70","-4.45","","1200.00","49.45","","0.00","73.94","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","34588.82","15219.08","120.64","167.84","132.59","26.86","-4.42","11.49","51.61","Secagem - 21a H","86.90","88.00","40.00","65.00","65.00","86.74","86.83","35.71","2329.57","556.07","75.07","72.95","133.39","39.91","77.57","44.82","25.34","40.03","19.95","27585.39","TER 4","","","","989.17","179.33","0.03","2","10","","53.11","27585.39","","34.67","","6.82","","","","","","","11519.73","65.86","76.24","3","35.67","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.45"
"03/07/2024 18:07:24","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.21","52.67","-3.27","","1200.00","50.66","","0.00","74.33","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","33694.79","14825.71","120.25","168.64","133.50","26.99","-5.28","10.62","53.38","Secagem - 22a H","86.90","88.00","40.00","65.00","65.00","86.58","87.21","35.26","2362.02","563.20","77.51","72.07","133.69","39.84","78.43","44.87","25.29","39.96","20.14","28574.15","TER 4","","","","1011.53","183.00","0.03","2","10","","53.79","28574.15","","34.67","","6.82","","","","","","","11932.85","70.28","76.48","3","35.67","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.74"
"03/07/2024 19:07:22","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.79","52.67","-4.15","","1200.00","49.12","","0.00","74.03","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","32435.29","14271.53","120.15","168.68","135.09","24.86","-1.46","11.51","50.69","Secagem - 23a H","86.90","88.00","40.00","65.00","65.00","86.57","86.98","35.30","2404.61","556.33","77.91","72.35","133.62","39.88","78.00","45.00","24.75","40.00","19.63","29563.61","TER 4","","","","958.20","186.20","0.03","2","10","","53.14","29563.61","","32.17","","6.82","","","","","","","12346.35","69.78","74.55","3","37.44","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","37.48"
"03/07/2024 20:07:24","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.13","52.67","-3.12","","1200.00","49.86","","0.00","73.69","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","31504.90","13862.16","119.75","170.01","135.90","28.19","-3.84","11.66","53.64","Secagem - 24a H","86.90","88.00","40.00","65.00","65.00","86.57","86.82","34.58","2412.30","567.00","78.01","72.16","132.96","39.71","77.72","44.85","24.84","39.89","19.01","30557.35","TER 4","","","","1014.00","187.00","0.03","2","10","","54.15","30557.35","","32.17","","6.82","","","","","","","12761.59","76.50","83.16","3","37.44","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.00"
"03/07/2024 21:07:23","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.71","52.67","-0.87","","1200.00","50.10","","0.00","73.88","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","30586.61","13458.11","119.88","169.74","134.88","31.57","-0.59","12.72","44.41","Secagem - 25a H","87.90","88.00","40.00","65.00","65.00","86.57","86.91","34.60","2345.07","544.00","79.60","72.07","132.98","39.89","77.59","45.03","24.97","39.92","19.46","31553.14","TER 4","","","","1004.00","172.00","0.03","2","10","","51.96","31553.14","","32.17","","6.79","","","","","","","13177.71","66.20","73.69","3","37.44","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.57"
"03/07/2024 22:07:25","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.57","52.71","-2.66","","1200.00","50.60","","0.00","73.72","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","29682.43","13060.27","120.10","170.17","134.58","27.28","-4.61","12.80","51.79","Secagem - 26a H","87.90","88.00","40.00","65.00","65.00","86.62","86.88","35.27","2396.84","560.47","79.74","71.82","133.17","39.77","77.63","45.11","24.93","40.01","19.33","32548.34","TER 4","","","","1014.95","182.35","0.02","2","10","","53.53","32548.34","","29.67","","6.79","","","","","","","13593.56","71.43","76.55","3","37.44","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.12"
"03/07/2024 23:07:25","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.04","52.71","-3.68","","1200.00","50.05","","0.00","73.67","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","28774.79","12660.91","119.83","169.32","136.81","26.27","-5.44","11.44","49.99","Secagem - 27a H","87.90","88.00","40.00","65.00","65.00","86.62","87.07","35.56","2281.12","568.82","79.14","71.56","132.90","39.63","77.44","44.74","24.91","40.00","18.83","33539.54","TER 4","","","","975.75","166.00","0.02","2","10","","54.33","33539.54","","29.67","","6.79","","","","","","","14007.87","70.61","76.22","3","37.30","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.02"
"04/07/2024 00:07:22","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.23","52.71","-1.98","","1200.00","48.65","","0.00","73.22","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","27845.78","12252.14","120.09","171.32","136.05","27.49","-4.82","10.83","50.29","Secagem - 28a H","87.90","88.00","40.00","65.00","65.00","86.62","86.82","33.92","2313.38","556.60","76.02","72.20","133.66","39.78","78.56","44.65","24.98","40.08","19.34","34528.73","TER 4","","","","952.50","177.20","0.02","2","10","","53.16","34528.73","","29.67","","6.79","","","","","","","14421.30","69.51","76.94","3","34.79","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","41.65"
"04/07/2024 01:07:26","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.68","52.71","-4.93","","1200.00","49.93","","0.00","73.83","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","27042.06","11898.51","120.20","170.32","135.22","26.54","-1.44","10.03","52.60","Secagem - 29a H","87.65","88.00","40.00","65.00","65.00","86.62","86.97","34.42","2355.87","547.23","77.53","71.76","133.15","39.69","76.66","45.09","24.97","39.84","19.46","35521.90","TER 4","","","","997.83","172.17","0.02","2","10","","52.27","35521.90","","27.16","","6.60","","","","","","","14836.24","74.32","81.29","3","37.33","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.06"
"04/07/2024 02:07:22","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.59","52.72","-3.13","","1200.00","50.57","","0.00","73.62","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","26115.02","11490.61","119.91","171.65","136.00","27.73","0.31","11.48","52.39","Secagem - 30a H","87.65","88.00","40.00","65.00","65.00","87.50","86.98","34.18","2311.90","559.70","78.27","71.95","133.42","39.87","78.22","44.91","24.96","39.99","19.55","36513.39","TER 4","","","","990.60","176.90","0.02","2","10","","53.46","36513.39","","27.16","","6.60","","","","","","","15250.55","74.21","81.20","3","37.30","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","40.12"
"04/07/2024 03:07:21","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.94","52.72","-2.69","","1200.00","47.42","","0.00","73.68","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","24945.82","10976.16","120.07","167.55","134.37","30.14","-4.43","9.80","50.93","Secagem - 31a H","87.65","88.00","40.00","65.00","65.00","87.53","87.21","34.78","2341.59","558.05","79.45","72.15","133.86","40.46","78.36","45.04","25.04","40.22","20.66","37503.87","TER 4","","","","995.27","182.67","0.02","2","10","","53.30","37503.87","","24.65","","6.60","","","","","","","15664.44","70.19","77.28","3","39.89","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","39.28"
"04/07/2024 04:07:21","Bionis YE 18L - Ext.Lev BB-500 AGLO","4.69","52.72","-2.37","","1200.00","49.36","","0.00","73.63","Q324169 (155609)","24ME0639 (155523)","44.00","44.00","24024.38","10570.73","120.07","169.99","135.45","28.16","-3.19","10.92","52.21","Secagem - 32a H","87.65","88.00","40.00","65.00","65.00","87.53","87.07","34.85","2375.60","554.90","78.12","72.19","133.29","39.61","77.64","44.97","24.95","39.96","18.81","38493.94","TER 4","","","","977.03","177.92","0.02","2","10","","53.00","38493.94","","24.65","","6.60","","","","","","","16078.27","74.93","80.17","3","39.89","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.50"
