"Data/Hora","Produto","SEC 3 - Ar Desumidificado (C)","SEC 3 - BO-02 (%)","SEC 3 - Câmara de Secagem (mmca)","SEC 3 - Delta P Filtro Cesto (mmca)","SEC 3 - Densidade TQ Origem (g/l)","SEC 3 - Duto do LF02 para CL02 (C)","SEC 3 - Malha do filtro","SEC 3 - LF-01(Pó) (C)","SEC 3 - LF-01(Tela) (C)","SEC 3 - Lote","SEC 3 - Lote TQ Origem","SEC 3 - Massa Seca TQ Origem (%)","SEC 3 - Massa Seca TQ Origem (auxiliar) (%)","SEC 3 - Peso TQ Origem (kg)","SEC 3 - Peso TQ Origem (em MS) (%)","SEC 3 - Pressão da Linha de Alimentação (bar)","SEC 3 - Pressão Delta P CL-01 (mmca)","SEC 3 - Pressão Delta P CL-02 (mmca)","SEC 3 - Pressão LF-01 (mmca)","SEC 3 - Pressão LF-02 (mmca)","SEC 3 - Pressão VE-01 (mmca)","SEC 3 - Pressão VE-04 (mmca)","SEC 3 - Processo","SEC 3 - Rotação VE-01 (%)","SEC 3 - Rotação VE-02 (%)","SEC 3 - Rotação VE-04 (%)","SEC 3 - Rotação VE-05 (%)","SEC 3 - Rotação VE-06 (%)","SEC 3 - Rotação VE-07 (%)","SEC 3 - Saída Câmara (C)","SEC 3 - Saída do Envase(Pó) (C)","SEC 3 - Soprador RO-01 (mmca)","SEC 3 - Vazão de Água Evaporada (kg/h)","SEC 3 - Temp. Antes TQ 07 (pasteurização) (C)","SEC 3 - Temp. Após TQ 07 (C)","SEC 3 - Temperatura AQ-01 (C)","SEC 3 - Temperatura AQ-02 (C)","SEC 3 - Temperatura AQ-03 (C)","SEC 3 - Temperatura AQ-04 (C)","SEC 3 - Temperatura AQ-05 (C)","SEC 3 - Temperatura AQ-06 (C)","SEC 3 - Temperatura AQ-07 (C)","SEC 3 - Totalizador de Entrada (kg)","SEC 3 - TQ Origem","SEC 3 - Vazão de Ar VE-04 (kg/h)","SEC 3 - Vazão de Ar VE-05 (kg/h)","SEC 3 - Vazão de Ar VE-06 (kg/h)","SEC 3 - Vazão de Entrada (kg/h)","SEC 3 - VE-08 (mmca)","SEC 3 - Volume TQ Origem (m3)","SEC 3 - XV-109 Aberta (s)","SEC 3 - XV-109 Intervalo (s)","SEC 3 - Verificação","SEC 3 - Taxa de Evaporação (%)","SEC 3 - Totalizador de Entrada (auxiliar) (kg)","SEC 3 - Sanitização tq. emerg. foi feita?","SEC 3 - Nivel TQ Origem (g/l)","SEC 3 - Nível Óleo BO 02","SEC 3 - Temperatura TQ Origem (C)","SEC 3 - Tela da peneira","SEC 3 - Avaliação material retido","SEC 3 - Monitoramento (peneira)","SEC 3 - Saída do Envaso(Pó) manual (C)","SEC 3 - Monitoramento","SEC 3 - Verificação RO","SEC 3 - Totalizador de pó (kg)","SEC 3 - Pressão VE-05 (mmca)","SEC 3 - Pressão VE-06 (mmca)","SEC 3 - Umidade Absoluta (g/kg)","SEC 3 - Abertura vv de vapor principal","SEC 3 - Bico 1","SEC 3 - Bico 2","SEC 3 - Bico 3","SEC 3 - Bico 4","SEC 3 - Bico 5","SEC 3 - Bico 6","SEC 3 - Pastilha 1","SEC 3 - Pastilha 2","SEC 3 - Pastilha 3","SEC 3 - Pastilha 4","SEC 3 - Pastilha 5","SEC 3 - Pastilha 6","SEC 3 - Bico 1 Do Secador 3 Aberto","SEC 3 - Bico 2 Do Secador 3 Aberto","SEC 3 - Bico 3 Do Secador 3 Aberto","SEC 3 - Bico 4 Do Secador 3 Aberto","SEC 3 - Bico 5 Do Secador 3 Aberto","SEC 3 - Bico 6 Do Secador 3 Aberto","SEC 3 - CV Válvula de Controle de Pressão LF-02 (%)"
"01/07/2024 22:20:37","Bionis YE STDK 20M","5.88","42.53","-2.53","","","48.15","","0.00","77.75","Q324167 (155588)","24ME0617 (155405)","43.82","43.82","13912.46","6096.44","135.02","220.82","107.54","25.62","-1.51","11.92","51.56","Secagem - 10a H","85.84","85.00","40.00","65.00","65.00","84.96","88.98","37.07","2277.78","438.95","99.42","70.06","130.07","45.12","83.29","44.80","24.97","45.10","20.05","72031.25","TER 2","","","","781.55","178.00","","3","10","","41.92","72031.25","","16.49","","61.72","","","","","","","29990.21","82.24","89.00","3","29.65","1.80","0.00","1.70","2.00","2.00","0.00","3.50","0.00","3.00","3.00","3.00","0.00","1","0","0","0","1","0","40.87"
"01/07/2024 23:20:40","Bionis YE STDK 20M","5.73","100.00","-3.02","","","46.17","","0.00","79.13","Q324167 (155588)","24ME0617 (155405)","43.82","43.82","0.00","0.00","3.13","218.73","108.68","8.71","-1.93","10.99","32.34","Secagem - 11a H","85.84","85.00","40.00","65.00","65.00","84.96","88.82","37.24","2296.09","71.80","72.31","52.70","100.44","45.10","81.97","44.56","25.01","44.99","19.61","72653.36","TER 2","","","","167.40","182.60","","3","10","","6.86","72653.36","","0.00","","19.09","","","","","","","30249.27","80.40","86.15","3","15.59","1.80","0.00","1.70","2.00","2.00","0.00","3.50","0.00","3.00","3.00","3.00","0.00","0","0","0","0","0","0","42.41"
"02/07/2024 01:56:59","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.95","17.00","-2.39","","1200.00","47.60","","0.00","91.87","Q324168 (155609)","24ME0639 (155523)","43.75","43.75","61279.12","26809.62","3.51","213.46","115.36","4.36","-3.04","12.81","25.52","Secagem - 1a H","88.60","85.00","40.00","65.00","65.00","88.13","100.29","37.05","603.71","0.00","90.93","29.42","111.81","44.96","99.73","79.94","43.05","45.01","19.78","72653.36","TER 4","","","","0.00","118.00","0.05","3","10","","0.00","72653.36","","60.58","","8.69","","","","","","","30249.27","58.93","66.92","3","22.38","1.70","0.00","2.00","2.00","1.70","0.00","3.00","0.00","3.00","3.00","3.00","0.00","1","0","0","0","0","0","62.90"
"02/07/2024 02:50:34","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.69","17.00","-2.24","","1200.00","46.95","","0.00","89.46","Q324168 (155609)","24ME0639 (155523)","43.75","43.75","60872.28","26631.62","2.69","216.38","113.53","4.30","-3.91","10.74","29.03","Secagem - 2a H","88.60","85.00","40.00","65.00","65.00","87.42","93.84","36.14","548.73","877.67","30.90","40.47","103.14","40.88","81.62","65.52","33.50","41.61","21.30","0.00","TER 4","","","","1554.70","118.30","0.05","2","10","","83.83","72653.36","","60.58","","8.69","","","","","","","0.00","55.18","63.62","3","18.30","1.70","0.00","2.00","2.00","1.70","0.00","3.00","0.00","3.00","3.00","3.00","0.00","1","0","0","0","0","0","44.52"
"02/07/2024 03:50:37","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.50","60.15","-2.52","","1200.00","38.98","","0.00","82.69","Q324168 (155609)","24ME0639 (155523)","43.75","43.75","58852.23","25747.85","129.80","225.54","118.47","7.89","-6.00","11.06","30.17","Secagem - 3a H","88.60","86.32","40.00","65.00","65.00","86.67","87.70","32.54","1946.79","646.42","95.43","69.61","136.63","39.96","72.27","45.64","25.00","40.01","20.13","527.49","TER 4","","","","1150.88","149.70","0.05","2","10","","61.74","527.49","","59.45","","8.69","","","","","","","219.24","54.63","61.31","3","78.05","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","42.99"
"02/07/2024 04:50:33","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.13","60.15","-3.72","","1200.00","38.60","","0.00","74.99","Q324168 (155609)","24ME0639 (155523)","43.75","43.75","58619.75","25646.14","119.85","223.86","116.72","10.13","-2.23","9.97","41.16","Secagem - 4a H","89.07","87.94","40.00","65.00","65.00","89.60","85.94","33.46","2168.20","611.30","71.76","69.20","137.31","39.91","73.79","45.44","25.05","39.96","20.20","1669.59","TER 4","","","","1100.25","168.72","0.05","2","10","","58.39","1669.59","","59.45","","8.39","","","","","","","693.99","53.54","63.86","3","98.49","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","45.47"
"02/07/2024 05:50:34","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.03","60.15","-2.36","","1200.00","47.95","","0.00","71.45","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","57700.37","25388.16","119.71","225.58","116.52","16.39","-1.00","11.60","46.06","Secagem - 5a H","89.07","88.00","40.00","65.00","65.00","87.99","86.29","37.71","2263.95","617.27","73.40","72.16","136.70","39.74","73.14","45.61","25.03","39.83","19.81","2765.12","TER 4","","","","1094.13","171.50","0.05","2","10","","58.96","2765.12","","56.95","","8.39","","","","","","","1151.92","52.71","64.83","3","98.49","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","46.61"
"02/07/2024 06:50:36","Bionis YE 18L - Ext.Lev BB-500 AGLO","4.96","60.15","-2.42","","1200.00","48.29","","0.00","71.13","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","53980.15","23751.27","120.34","227.60","116.16","18.67","-0.21","10.36","47.17","Secagem - 6a H","89.07","88.00","40.00","65.00","65.00","87.38","85.93","37.18","2321.16","615.60","76.24","70.58","135.81","39.79","73.00","44.92","25.01","39.88","18.96","3856.52","TER 4","","","","1090.33","174.33","0.04","2","10","","58.80","3856.52","","54.44","","8.07","","","","","","","1608.13","58.82","66.19","3","98.49","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","45.54"
"02/07/2024 07:50:35","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.45","57.62","-5.01","","1200.00","43.72","","0.00","71.27","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","53980.01","23751.20","120.25","223.38","116.33","17.80","-4.12","11.47","48.29","Secagem - 7a H","89.07","88.00","40.00","65.00","65.00","87.37","85.91","36.17","2333.56","605.85","79.03","71.81","136.05","39.79","72.60","44.47","24.92","39.97","19.36","4945.50","TER 4","","","","1093.90","177.68","0.04","2","10","","57.87","4945.50","","54.44","","8.07","","","","","","","2063.30","56.23","64.88","3","98.49","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","46.51"
"02/07/2024 08:50:35","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.86","57.62","-3.48","","1200.00","46.13","","0.00","71.21","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","53977.23","23749.98","120.15","217.85","115.79","15.82","-4.73","9.48","45.45","Secagem - 8a H","88.69","88.00","40.00","65.00","65.00","87.37","86.22","36.53","2358.23","616.47","76.03","71.81","136.59","40.10","72.78","45.03","25.00","40.13","20.23","6030.53","TER 4","","","","1092.85","177.78","0.04","2","10","","58.88","6030.53","","54.44","","8.07","","","","","","","2516.85","55.78","65.55","3","100.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","47.29"
"02/07/2024 09:50:32","Bionis YE 18L - Ext.Lev BB-500 AGLO","5.63","57.62","-1.38","","1200.00","47.54","","0.00","71.62","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","53977.18","23749.96","120.15","215.52","114.98","18.87","0.38","10.09","47.92","Secagem - 9a H","88.69","88.00","40.00","65.00","65.00","87.87","86.22","39.17","2332.41","611.33","78.94","71.81","136.52","39.86","72.78","45.14","25.00","39.98","19.98","7117.29","TER 4","","","","1074.00","180.13","0.04","2","10","","58.39","7117.29","","54.44","","8.07","","","","","","","2971.12","50.00","58.29","3","100.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","47.25"
"02/07/2024 10:50:33","Bionis YE 18L - Ext.Lev BB-500 AGLO","6.19","57.62","-2.72","","1200.00","47.26","","0.00","71.48","Q324168 (155609)","24ME0639 (155523)","44.00","44.00","52866.41","23261.22","119.85","218.78","115.37","16.40","-4.83","9.75","45.89","Secagem - 10a H","88.69","88.00","40.00","65.00","65.00","87.93","85.86","36.67","2338.45","609.75","78.31","71.96","136.21","39.74","73.03","45.08","24.99","39.95","19.82","8206.50","TER 4","","","","1091.82","180.42","0.04","2","10","","58.24","8206.50","","51.94","","8.07","","","","","","","3426.43","54.94","64.50","3","100.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0.00","1","0","1","0","1","0","46.61"
