"Data/Hora","Produto","SEC 4 - Ar Desumidificado (C)","SEC 4 - BO-02 (%)","SEC 4 - Câmara de Secagem (mmca)","SEC 4 - Delta P Filtro Cesto (mmca)","SEC 4 - Densidade TQ Origem (g/l)","SEC 4 - Duto do LF02 para CL02 (C)","SEC 4 - Malha do filtro","SEC 4 - LF-01(Pó) (C)","SEC 4 - LF-01(Tela) (C)","SEC 4 - Lote","SEC 4 - Lote TQ Origem","SEC 4 - Massa Seca TQ Origem (%)","SEC 4 - Massa Seca TQ Origem (auxiliar) (%)","SEC 4 - Peso TQ Origem (kg)","SEC 4 - Peso TQ Origem (em MS) (%)","SEC 4 - Pressão da Linha de Alimentação (bar)","SEC 4 - Pressão Delta P CL-01 (mmca)","SEC 4 - Pressão Delta P CL-02 (mmca)","SEC 4 - Pressão LF-01 (mmca)","SEC 4 - Pressão LF-02 (mmca)","SEC 4 - Pressão VE-01 (mmca)","SEC 4 - Pressão VE-04 (mmca)","SEC 4 - Processo","SEC 4 - Rotação VE-01 (%)","SEC 4 - Rotação VE-02 (%)","SEC 4 - Rotação VE-04 (%)","SEC 4 - Rotação VE-05 (%)","SEC 4 - Rotação VE-06 (%)","SEC 4 - Rotação VE-07 (%)","SEC 4 - Saída Câmara (C)","SEC 4 - Saída do Envase(Pó) (C)","SEC 4 - Soprador RO-01 (mmca)","SEC 4 - Vazão de Água Evaporada (kg/h)","SEC 4 - Temp. Antes TQ 10 (pasteurização) (C)","SEC 4 - Temp. Após TQ 10 (C)","SEC 4 - Temperatura AQ-01 (C)","SEC 4 - Temperatura AQ-02 (C)","SEC 4 - Temperatura AQ-03 (C)","SEC 4 - Temperatura AQ-04 (C)","SEC 4 - Temperatura AQ-05 (C)","SEC 4 - Temperatura AQ-06 (C)","SEC 4 - Temperatura AQ-07 (C)","SEC 4 - Totalizador de Entrada (kg)","SEC 4 - TQ Origem","SEC 4 - Vazão de Ar VE-04 (kg/h)","SEC 4 - Vazão de Ar VE-05 (kg/h)","SEC 4 - Vazão de Ar VE-06 (kg/h)","SEC 4 - Vazão de Entrada (kg/h)","SEC 4 - VE-08 (mmca)","SEC 4 - Volume TQ Origem (m3)","SEC 4 - XV-109 Aberta (s)","SEC 4 - XV-109 Intervalo (s)","SEC 4 - Verificação","SEC 4 - Taxa de Evaporação (%)","SEC 4 - Totalizador de Entrada (auxiliar) (kg)","SEC 4 - Sanitização tq. emerg. foi feita?","SEC 4 - Nivel TQ Origem (g/l)","SEC 4 - Nível Óleo BO 02","SEC 4 - Temperatura TQ Origem (C)","SEC 4 - Tela da peneira","SEC 4 - Avaliação material retido","SEC 4 - Monitoramento (peneira)","SEC 4 - Saída do Envaso(Pó) manual (C)","SEC 4 - Monitoramento","SEC 4 - Verificação RO","SEC 4 - Totalizador de pó (kg)","SEC 4 - Pressão VE-05 (mmca)","SEC 4 - Pressão VE-06 (mmca)","SEC 4 - Umidade Absoluta (g/kg)","SEC 4 - Abertura vv de vapor principal","SEC 4 - Bico 1","SEC 4 - Bico 2","SEC 4 - Bico 3","SEC 4 - Bico 4","SEC 4 - Bico 5","SEC 4 - Bico 6","SEC 4 - Pastilha 1","SEC 4 - Pastilha 2","SEC 4 - Pastilha 3","SEC 4 - Pastilha 4","SEC 4 - Pastilha 5","SEC 4 - Pastilha 6","SEC 4 - Bico 1 Do Secador 4 Aberto","SEC 4 - Bico 2 Do Secador 4 Aberto","SEC 4 - Bico 3 Do Secador 4 Aberto","SEC 4 - Bico 4 Do Secador 4 Aberto","SEC 4 - Bico 5 Do Secador 4 Aberto","SEC 4 - Bico 6 Do Secador 4 Aberto","SEC 4 - CV Válvula de Controle de Pressão LF-02 (%)"
"06/07/2024 05:57:09","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.93","42.74","-1.43","","","53.69","","79.51","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","25072.15","11071.86","129.84","78.56","119.85","57.92","-3.51","10.84","92.13","Secagem - 58a H","89.75","84.99","39.99","64.99","64.99","92.69","87.03","37.56","2634.84","90.52","75.79","72.31","137.68","39.97","77.59","45.03","25.68","37.52","20.86","55400.81","TER 2","","","","995.08","167.00","","2","10","","8.65","55400.81","","24.58","","5.79","","","","","","","23241.03","79.72","73.62","8","58.97","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.41"
"06/07/2024 06:57:08","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.39","42.74","-1.85","","","49.63","","79.43","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","21556.21","9519.22","130.27","77.56","120.70","56.59","-0.83","11.50","93.76","Secagem - 59a H","89.75","84.99","39.99","64.99","64.99","92.69","86.95","37.20","2619.09","91.06","78.22","72.32","137.79","39.79","78.41","45.28","25.86","43.92","21.31","56389.49","TER 2","","","","988.68","167.67","","2","10","","8.70","56389.49","","21.14","","6.11","","","","","","","23655.86","80.09","75.04","8","58.97","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","67.09"
"06/07/2024 07:57:08","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.36","42.93","-2.19","","","53.94","","79.55","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","21556.79","9519.48","129.91","78.13","121.17","58.62","-0.43","11.52","93.17","Secagem - 60a H","89.75","84.99","39.99","64.99","64.99","92.69","87.12","40.16","2593.21","91.42","78.24","72.16","138.01","39.77","78.04","44.36","25.09","36.11","19.94","57378.32","TER 2","","","","997.12","176.60","","2","10","","8.73","57378.32","","21.14","","6.11","","","","","","","24070.70","80.73","76.57","8","58.76","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","67.09"
"06/07/2024 08:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.90","42.93","-3.28","","","53.94","","79.57","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","21556.43","9519.32","130.08","80.03","120.49","54.57","-2.42","10.27","91.59","Secagem - 61a H","89.85","84.99","39.99","64.99","64.99","92.57","86.98","39.02","2577.39","91.21","77.80","72.91","137.58","40.08","77.76","44.46","25.77","42.04","20.54","58365.17","TER 2","","","","982.10","173.72","","2","10","","8.71","58365.17","","21.14","","6.11","","","","","","","24484.73","81.76","74.47","8","58.76","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.02"
"06/07/2024 09:57:10","Bionis YE 18L - Ext.Lev SC-20 AGLO","5.63","42.93","-3.40","","","54.58","","79.97","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","21555.94","9519.10","129.84","77.07","118.15","55.95","-3.35","11.53","92.32","Secagem - 62a H","89.85","84.99","39.99","64.99","64.99","92.57","87.21","41.42","2592.12","91.75","77.25","72.64","137.79","40.78","78.73","45.38","26.45","41.68","22.54","59354.92","TER 2","","","","982.64","180.50","","2","10","","8.76","59354.92","","21.14","","6.11","","","","","","","24899.92","82.75","71.58","8","58.76","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.16"
"06/07/2024 10:57:04","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.61","42.93","-3.23","","","55.48","","79.38","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","20883.17","9222.01","130.05","78.94","116.94","52.46","-3.79","10.80","90.16","Secagem - 63a H","89.85","84.99","39.99","64.99","64.99","92.57","86.94","39.17","2561.56","91.25","77.16","72.97","137.59","39.89","77.54","44.46","26.33","37.01","20.91","60341.79","TER 2","","","","981.06","168.00","","2","10","","8.72","60341.79","","20.48","","6.19","","","","","","","25313.96","85.78","76.04","7","58.76","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","64.16"
"06/07/2024 11:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.06","42.87","-4.24","","","56.20","","79.92","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","20155.97","8900.88","129.95","76.47","116.22","55.83","1.25","11.50","92.50","Secagem - 64a H","89.85","84.99","39.99","64.99","64.99","92.57","87.09","38.75","2612.97","90.90","75.98","72.67","136.75","39.73","77.73","44.67","26.95","43.52","21.47","61331.10","TER 2","","","","992.44","171.73","","2","10","","8.68","61331.10","","19.76","","6.28","","","","","","","25728.99","83.93","79.93","7","58.41","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.18"
"06/07/2024 12:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.75","42.91","-3.64","","","53.22","","79.74","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","19428.09","8579.44","130.18","76.06","116.47","59.95","-2.22","12.06","94.09","Secagem - 65a H","91.63","84.99","39.99","64.99","64.99","92.55","87.10","38.45","2613.41","91.39","77.93","73.30","137.17","39.92","78.45","45.34","27.18","37.01","21.70","62320.33","TER 2","","","","988.97","176.00","","2","10","","8.73","62320.33","","19.05","","6.39","","","","","","","26144.04","82.38","75.69","8","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.50"
"06/07/2024 13:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.25","42.91","-2.49","","","55.53","","79.88","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","17277.99","7629.96","129.85","75.25","116.50","55.80","-4.02","10.68","91.64","Secagem - 66a H","91.63","84.99","39.99","64.99","64.99","92.55","86.92","40.88","2602.47","91.22","77.61","73.13","137.19","40.27","78.13","44.81","27.39","41.75","21.81","63309.36","TER 2","","","","993.66","177.00","","2","10","","8.71","63309.36","","16.94","","6.50","","","","","","","26558.97","80.73","74.23","8","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","68.10"
"06/07/2024 14:57:10","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.74","42.91","-3.57","","","54.51","","79.44","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","16752.12","7397.74","130.14","76.20","116.43","55.05","-3.56","11.42","90.83","Secagem - 67a H","91.63","84.99","39.99","64.99","64.99","92.55","86.90","41.17","2548.13","90.77","77.61","73.11","137.27","39.93","77.59","45.52","27.89","39.64","21.96","64299.86","TER 2","","","","989.80","175.93","","2","10","","8.67","64299.86","","16.42","","6.56","","","","","","","26974.53","82.79","76.63","8","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","63.93"
"06/07/2024 15:57:04","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.22","42.91","-3.08","","","57.04","","79.72","0.00","Q424181 (155613)","24ME0642 (155526)","44.16","44.16","16091.81","7106.14","129.90","74.16","117.09","53.35","-5.16","10.64","89.08","Secagem - 68a H","91.63","84.99","39.99","64.99","64.99","92.55","86.89","41.17","2550.63","90.64","75.64","73.28","137.22","40.03","77.75","44.94","28.04","38.79","22.34","65287.14","TER 2","","","","998.34","171.00","","2","10","","8.66","65287.14","","15.78","","6.64","","","","","","","27388.74","80.88","74.61","7","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","67.24"
"06/07/2024 16:06:37","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.72","42.91","-2.98","","","54.54","","79.95","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","15908.14","7025.03","129.87","74.93","116.54","56.99","-1.20","10.85","91.25","Troca Lote ou Ordem","91.63","84.99","39.99","64.99","64.99","92.55","86.79","42.45","2553.94","90.54","76.69","72.99","136.68","39.75","77.66","44.97","28.11","40.59","22.25","65444.39","TER 2","","","","986.31","173.90","","2","10","","8.65","65444.39","","15.60","","6.65","","","","","","","27454.71","78.41","71.80","7","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","70.04"
"06/07/2024 16:07:03","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.72","42.91","-3.66","","","55.27","","79.92","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","15866.37","7006.59","129.86","75.16","116.50","56.89","-8.64","11.04","91.08","Secagem - 1a H","91.63","84.99","39.99","64.99","64.99","92.55","86.89","41.91","2552.81","90.94","77.31","72.94","136.83","39.73","77.63","44.95","28.12","39.81","22.23","65451.52","TER 2","","","","982.50","172.00","","2","10","","8.69","65451.52","","15.55","","6.65","","","","","","","27457.70","77.44","70.69","7","58.05","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","70.04"
"06/07/2024 16:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.72","42.87","-2.84","","","53.63","","79.93","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","15118.73","6676.43","130.20","74.88","117.44","56.34","0.15","11.00","91.61","Secagem - 2a H","91.62","84.99","39.99","64.99","64.99","92.47","86.88","39.58","2561.98","92.08","76.11","73.03","136.95","39.75","77.96","45.04","27.92","43.00","22.06","66275.45","TER 2","","","","1007.53","179.00","","2","10","","8.79","66275.45","","14.82","","6.72","","","","","","","27803.64","75.70","69.28","7","56.32","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","70.76"
"06/07/2024 17:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.21","42.87","-5.04","","","54.88","","79.79","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","13629.06","6018.59","129.76","74.00","117.97","54.96","-5.59","11.08","89.92","Secagem - 3a H","91.62","84.99","39.99","64.99","64.99","92.47","87.03","39.55","2572.28","90.95","81.40","73.33","137.33","40.15","78.28","44.80","28.18","36.89","23.02","67264.36","TER 2","","","","987.75","174.00","","2","10","","8.69","67264.36","","13.36","","6.80","","","","","","","28219.25","80.59","74.98","7","56.32","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.26"
"06/07/2024 18:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.22","42.87","-2.70","","","59.29","","79.69","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","12435.44","5491.49","130.27","76.94","118.56","56.09","-3.03","11.51","90.44","Secagem - 4a H","91.62","84.99","39.99","64.99","64.99","92.47","87.09","40.31","2422.75","91.37","77.80","72.80","137.25","39.98","77.86","44.98","26.80","43.25","21.39","68253.61","TER 2","","","","991.31","167.00","","2","10","","8.73","68253.61","","12.19","","6.85","","","","","","","28634.95","85.72","79.33","7","58.83","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.57"
"06/07/2024 19:57:08","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.22","42.87","-3.51","","","55.17","","79.78","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","12545.70","5540.18","129.70","75.78","119.66","56.86","-2.11","10.73","91.52","Secagem - 5a H","91.62","84.99","39.99","64.99","64.99","92.47","87.06","39.50","2577.01","92.56","77.86","72.76","137.84","39.66","77.93","44.96","26.63","39.47","21.22","69244.72","TER 2","","","","996.47","167.00","","2","10","","8.84","69244.72","","12.30","","5.67","","","","","","","29051.25","82.73","75.26","7","58.83","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","68.32"
"06/07/2024 20:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.21","43.01","-3.21","","","56.39","","79.65","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","11850.87","5233.34","129.76","76.97","120.38","57.20","-10.17","10.94","91.58","Secagem - 6a H","90.34","84.99","39.99","64.99","64.99","92.53","86.88","38.44","2576.84","91.39","79.75","72.66","137.15","39.70","77.80","44.36","25.87","39.05","20.17","70235.42","TER 2","","","","1006.03","167.00","","2","10","","8.73","70235.42","","11.62","","5.87","","","","","","","29467.04","83.11","77.15","7","58.83","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","66.57"
"06/07/2024 21:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.74","43.01","-1.85","","","53.34","","79.61","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","10538.99","4654.02","129.98","77.44","119.00","58.75","-0.78","11.27","93.36","Secagem - 7a H","90.34","84.99","39.99","64.99","64.99","92.53","86.81","39.03","2575.47","90.86","79.05","73.02","137.41","39.44","77.38","45.26","26.47","42.16","20.97","71228.54","TER 2","","","","1002.94","174.00","","2","10","","8.68","71228.54","","10.33","","5.93","","","","","","","29883.64","80.77","76.92","9","58.83","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","68.94"
"06/07/2024 22:57:10","Bionis YE 18L - Ext.Lev SC-20 AGLO","5.38","43.01","-2.73","","","57.99","","80.03","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","9896.17","4370.15","129.79","77.66","118.13","59.14","-4.93","11.28","94.42","Secagem - 8a H","90.34","84.99","39.99","64.99","64.99","92.53","87.35","38.45","2555.88","89.97","76.75","73.05","138.07","40.99","78.70","45.28","25.92","36.94","21.81","72222.53","TER 2","","","","1018.71","163.00","","2","10","","8.59","72222.53","","9.70","","5.82","","","","","","","30300.61","86.87","80.32","7","59.37","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","66.00"
"06/07/2024 23:57:07","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.47","43.01","-2.84","","","52.81","","79.74","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","8826.31","3897.70","130.24","77.81","119.53","56.40","-8.04","11.04","91.81","Secagem - 9a H","90.34","84.99","39.99","64.99","64.99","92.53","87.03","37.85","2614.42","86.83","77.83","72.67","137.96","40.30","77.88","44.42","26.43","43.50","21.33","73213.55","TER 2","","","","978.38","181.00","","2","10","","8.29","73213.55","","8.65","","6.21","","","","","","","30716.37","83.53","73.99","8","59.37","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.60"
"07/07/2024 00:57:06","Bionis YE 18L - Ext.Lev SC-20 AGLO","5.01","43.07","-2.94","","","53.55","","79.65","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","7783.46","3437.18","130.14","77.66","120.09","58.72","-6.44","11.32","92.38","Secagem - 10a H","90.45","84.99","39.99","64.99","64.99","92.72","86.83","36.79","2641.38","94.07","77.79","72.75","137.03","40.63","78.13","45.17","25.68","37.33","21.46","74204.90","TER 2","","","","1020.00","176.00","","2","10","","8.98","74204.90","","7.63","","5.50","","","","","","","31132.17","84.53","74.38","7","59.37","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","67.75"
"07/07/2024 01:57:04","Bionis YE 18L - Ext.Lev SC-20 AGLO","3.59","43.07","-2.25","","","53.28","","79.44","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","7172.47","3167.36","129.86","77.48","120.31","55.85","-0.06","11.84","92.69","Secagem - 11a H","90.45","84.99","39.99","64.99","64.99","92.72","87.09","37.92","2613.27","97.91","77.54","72.79","137.71","40.11","78.50","44.06","25.81","41.94","21.00","75196.63","TER 2","","","","922.75","172.00","","2","10","","9.35","75196.63","","7.03","","6.13","","","","","","","31548.26","83.11","75.66","8","59.37","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","64.98"
"07/07/2024 02:57:09","Bionis YE 18L - Ext.Lev SC-20 AGLO","5.72","43.07","-2.88","","","56.48","","79.90","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","5715.53","2523.98","130.19","78.59","119.31","55.92","-4.63","9.69","91.83","Secagem - 12a H","90.45","84.99","39.99","64.99","64.99","92.72","87.02","37.84","2607.50","91.05","79.42","73.24","138.09","39.58","78.62","46.01","26.83","40.16","23.03","76189.31","TER 2","","","","1012.58","176.00","","2","10","","8.70","76189.31","","5.60","","5.54","","","","","","","31964.68","83.94","75.63","7","59.89","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","67.24"
"07/07/2024 03:57:04","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.17","43.07","-2.94","","","55.08","","79.61","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","4964.68","2192.40","129.86","77.83","120.88","55.71","-4.28","11.96","91.16","Secagem - 13a H","90.45","84.99","39.99","64.99","64.99","92.72","87.19","37.17","2580.81","81.15","79.59","72.59","138.76","40.49","78.59","44.56","25.64","38.41","21.67","77180.52","TER 2","","","","882.47","176.00","","2","10","","7.75","77180.52","","4.87","","6.23","","","","","","","32380.51","84.05","77.79","8","59.89","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","65.29"
"07/07/2024 04:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.19","43.03","-2.26","","","51.66","","79.86","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","3302.19","1458.25","130.07","77.53","119.22","57.76","-8.22","10.68","93.38","Secagem - 14a H","90.68","84.99","39.99","64.99","64.99","92.87","87.01","36.54","2624.46","97.87","76.72","72.55","138.07","39.70","77.95","45.08","25.80","43.36","21.49","78174.89","TER 2","","","","937.25","179.00","","2","10","","9.35","78174.89","","3.24","","6.06","","","","","","","32797.63","83.03","70.01","8","59.89","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","68.71"
"07/07/2024 05:57:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.16","43.03","-2.11","","","54.10","","79.90","0.00","Q424182 (155613)","24ME0642 (155526)","44.16","44.16","1269.14","560.45","130.11","78.35","120.72","57.15","-2.54","11.64","93.73","Secagem - 15a H","90.68","84.99","39.99","64.99","64.99","92.87","86.88","36.87","2658.77","94.35","77.14","72.74","137.52","39.97","77.46","44.81","25.69","36.11","21.38","79166.44","TER 2","","","","1084.31","184.00","","2","10","","9.01","79166.44","","1.25","","5.80","","","","","","","33213.68","82.42","74.80","8","59.89","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.29"
"07/07/2024 06:57:04","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.15","43.51","-3.00","","","54.24","","79.68","0.00","Q424182 (155613)","24ME0648 (155527)","44.16","44.16","67036.77","29603.44","130.01","78.17","120.75","58.81","-4.60","12.82","93.67","Secagem - 16a H","90.68","84.99","39.99","64.99","64.99","92.87","87.18","37.17","2660.83","93.28","101.80","72.84","137.32","39.57","77.73","44.95","25.47","44.22","21.11","80152.09","TER 1","","","","1020.60","182.00","","2","10","","8.91","80152.09","","65.73","","5.88","","","","","","","33627.27","79.59","75.58","8","59.89","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","69.55"
"07/07/2024 07:57:06","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.15","30.13","-4.24","","","47.43","","82.41","0.00","Q424182 (155613)","24ME0648 (155527)","44.37","44.37","67036.93","29744.29","129.94","78.84","120.81","51.30","-6.88","10.86","89.06","Secagem - 17a H","90.68","84.99","39.99","64.99","64.99","92.87","90.94","36.92","2629.85","58.47","79.68","64.12","139.80","39.84","77.32","44.96","25.55","35.76","21.40","121.83","TER 1","","","","630.28","188.00","","2","10","","5.58","121.83","","65.73","","5.88","","","","","","","51.34","80.13","74.58","8","64.29","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","0","65.32"
"07/07/2024 08:57:03","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.27","42.25","-2.83","","","54.70","","80.19","0.00","Q424182 (155613)","24ME0648 (155527)","44.37","44.37","67047.82","29749.12","130.15","79.89","118.50","56.28","-0.80","10.37","92.39","Secagem - 18a H","90.76","84.99","39.99","64.99","64.99","93.45","86.93","41.42","2592.83","89.82","77.98","72.31","138.13","39.81","77.08","44.91","26.05","43.80","21.56","1088.79","TER 1","","","","980.71","179.00","","2","10","","8.58","1088.79","","65.72","","5.88","","","","","","","458.91","81.54","74.93","8","59.23","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","68.47"
"07/07/2024 09:28:39","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.19","42.25","-2.52","","","52.03","","80.02","0.00","Q424183 (155613)","24ME0648 (155527)","44.37","44.37","67048.03","29749.21","129.96","78.01","117.91","55.12","16.06","11.60","93.36","Troca Lote ou Ordem","90.76","84.99","39.99","64.99","64.99","93.45","87.12","38.55","2624.89","92.11","79.74","71.69","138.02","39.86","78.08","44.76","25.96","44.00","21.32","1613.27","TER 1","","","","1008.29","185.65","","2","10","","8.80","1613.27","","65.72","","5.88","","","","","","","679.98","90.30","81.23","8","59.23","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","58.45"
"07/07/2024 09:29:05","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.19","42.25","-1.74","","","52.52","","80.02","0.00","Q424183 (155613)","24ME0648 (155527)","44.37","44.37","67048.24","29749.30","130.02","78.09","117.41","55.10","7.23","11.99","93.88","Secagem - 1a H","90.76","84.99","39.99","64.99","64.99","93.45","87.02","39.27","2619.31","90.63","79.46","71.73","137.94","39.79","78.07","44.75","25.91","44.16","21.27","1620.77","TER 1","","","","1008.19","186.00","","2","10","","8.66","1620.77","","65.72","","5.88","","","","","","","683.14","90.42","75.88","8","59.23","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","61.80"
"07/07/2024 09:57:01","Bionis YE 18L - Ext.Lev SC-20 AGLO","4.72","42.25","-4.30","","","56.18","","79.85","0.00","Q424183 (155613)","24ME0648 (155527)","44.37","44.37","67048.57","29749.45","129.81","77.31","118.94","57.49","-4.45","10.45","90.97","Secagem - 2a H","90.76","84.99","39.99","64.99","64.99","93.45","87.02","37.70","2570.75","90.90","81.76","72.97","137.86","40.32","78.81","44.75","26.35","36.57","22.24","2086.90","TER 1","","","","999.38","178.00","","2","10","","8.68","2086.90","","65.72","","5.88","","","","","","","879.61","83.09","76.45","8","59.23","0.00","1.70","0.00","1.70","0.00","1.70","0.00","3.00","0.00","3.00","0.00","3.00","0","1","0","1","0","1","65.18"
