"TimeStamp","Sp Parametro VALOR ATUAL CONCENTRACAO FERM MF2","Transmissor de Vazao VAZÃO DE SANGRIA DO MF2","Transmissor de Vazao MF-02"
"7/25/2024 10:17","77.5","0","3,420.94"
"7/25/2024 10:17","50","0","3,424.06"
"7/25/2024 10:17","50","0","3,427.19"
"7/25/2024 10:17","50","0","3,430.31"
"7/25/2024 10:17","50","0","3,433.44"
"7/25/2024 10:17","50","0","3,436.56"
"7/25/2024 10:18","50","0","3,439.08"
"7/25/2024 10:18","50","0","3,440.17"
"7/25/2024 10:18","50","0","3,441.27"
"7/25/2024 10:18","50","0","3,442.36"
"7/25/2024 10:18","50","0","3,443.45"
"7/25/2024 10:18","50","0","3,444.55"
"7/25/2024 10:19","50","0","3,444.98"
"7/25/2024 10:19","50","0","3,443.89"
"7/25/2024 10:19","50","0","3,442.80"
"7/25/2024 10:19","50","0","3,441.70"
"7/25/2024 10:19","50","0","3,440.61"
"7/25/2024 10:19","50","0","3,439.52"
"7/25/2024 10:20","50","0","3,440.06"
"7/25/2024 10:20","50","0","3,444.44"
"7/25/2024 10:20","50","0","3,448.81"
"7/25/2024 10:20","50","0","3,453.19"
"7/25/2024 10:20","50","0","3,457.56"
"7/25/2024 10:20","50","0","3,461.94"
"7/25/2024 10:21","50","0","3,465.09"
"7/25/2024 10:21","50","0","3,465.41"
"7/25/2024 10:21","50","0","3,465.72"
"7/25/2024 10:21","50","0","3,466.03"
"7/25/2024 10:21","50","0","3,466.34"
"7/25/2024 10:21","50","0","3,466.66"
"7/25/2024 10:22","50","0","3,466.45"
"7/25/2024 10:22","50","0","3,465.05"
"7/25/2024 10:22","50","0","3,463.64"
"7/25/2024 10:22","50","0","3,462.23"
"7/25/2024 10:22","50","0","3,460.83"
"7/25/2024 10:22","50","0","3,459.42"
"7/25/2024 10:23","50","0","3,461.06"
"7/25/2024 10:23","50","0","3,469.81"
"7/25/2024 10:23","50","0","3,478.56"
"7/25/2024 10:23","50","0","3,487.31"
"7/25/2024 10:23","50","0","3,496.06"
"7/25/2024 10:23","50","0","3,504.81"
"7/25/2024 10:24","50","0","3,511.41"
"7/25/2024 10:24","50","0","3,512.97"
"7/25/2024 10:24","50","0","3,514.53"
"7/25/2024 10:24","50","0","3,516.09"
"7/25/2024 10:24","50","0","3,517.66"
"7/25/2024 10:24","50","0","3,519.22"
"7/25/2024 10:25","50","0","3,520.17"
"7/25/2024 10:25","50","0","3,519.70"
"7/25/2024 10:25","50","0","3,519.23"
"7/25/2024 10:25","50","0","3,518.77"
