"TimeStamp","G100CP2_FT420202","G100CP2_FT420201","G100CP2_PV110001","G100CP2_PV110002","G100CP2_PV110007","G100CP2_LT110003","G100CP2_LIC110003_MV","G100CP2_PV110007","G100CP2_FIC420201_SP","G100CP2_FIC420202_SP","G100CPU_M1WT100010","G100CP2_DT420201","G100CP2_PV110003","G100CP2_PV110017","G100CP2_SET110093","G100CP2_SET110094","G100CP2_FT110003"
"8/1/2024 13:06","18,510.38","19,812.12","61,684.13","54,484.89","38,162.59","68.14","44.74","38,162.59","19,785.25","18,367.00","155,920.00","1,426.88","53.1","116,169.02","71.3","37","39,998.12"
"8/1/2024 13:07","18,396.75","19,749.62","62,014.09","54,790.89","38,015.14","68.11","44.65","38,015.14","19,727.00","18,319.88","155,860.00","1,426.88","53.09","116,804.98","71.3","37","39,995.00"
"8/1/2024 13:08","18,220.88","19,721.12","62,343.10","55,095.92","37,959.30","68.04","44.57","37,959.30","19,682.88","18,283.62","155,623.00","1,426.87","53.09","117,439.02","71.3","37","39,993.75"
"8/1/2024 13:09","18,130.88","19,680.88","62,676.63","55,405.49","37,837.38","67.96","44.48","37,837.38","19,604.75","18,244.50","155,148.00","1,426.81","53.08","118,082.12","71.3","37","39,993.75"
"8/1/2024 13:10","18,078.00","19,611.62","63,003.75","55,709.55","37,715.89","67.88","44.3","37,715.89","19,569.62","18,184.12","155,148.00","1,426.82","53.07","118,713.30","71.3","37","39,993.75"
"8/1/2024 13:11","18,268.12","19,540.38","63,330.00","56,011.95","37,609.19","67.77","44.07","37,609.19","19,516.75","18,124.00","155,088.00","1,426.88","53.07","119,341.95","71.3","37","39,993.75"
"8/1/2024 13:12","18,052.12","19,504.12","63,655.32","56,313.68","37,512.11","67.62","43.84","37,512.11","19,457.12","18,071.00","154,910.00","1,426.87","53.06","119,968.99","71.3","37","39,993.75"
"8/1/2024 13:13","18,043.12","19,458.12","63,974.41","56,609.93","37,420.44","67.48","43.61","37,420.44","19,400.62","18,032.50","154,613.00","1,426.82","53.05","120,584.34","71.3","37","39,993.75"
"8/1/2024 13:14","17,986.12","19,386.75","64,298.01","56,910.44","37,305.42","67.32","43.38","37,305.42","19,363.62","17,972.25","154,376.00","1,426.88","53.05","121,208.45","71.3","37","39,993.75"
"8/1/2024 13:15","17,990.62","19,362.62","64,626.10","57,215.01","37,204.62","67.13","43.15","37,204.62","19,314.00","17,924.38","154,257.00","1,426.88","53.04","121,841.11","71.3","37","39,993.75"
"8/1/2024 13:16","17,924.62","19,294.75","64,942.74","57,509.02","37,108.85","66.93","42.92","37,108.85","19,251.12","17,884.50","154,197.00","1,426.87","53.04","122,451.77","71.3","37","39,993.75"
"8/1/2024 13:17","17,758.50","19,242.75","65,263.98","57,806.69","37,056.11","66.7","42.69","37,056.11","19,224.12","17,859.12","153,900.00","1,426.81","53.03","123,070.67","71.3","37","39,993.75"
"8/1/2024 13:18","17,642.62","19,188.62","65,589.73","58,109.21","36,933.93","66.46","42.46","36,933.93","19,159.50","17,808.50","153,722.00","1,426.81","53.02","123,698.95","71.3","37","39,993.75"
"8/1/2024 13:19","17,593.12","19,122.00","65,904.05","58,400.64","36,892.66","66.2","42.23","36,892.66","19,142.75","17,759.50","153,485.00","1,426.81","53.02","124,304.69","71.3","37","39,993.75"
"8/1/2024 13:20","17,778.38","19,115.75","66,223.06","58,696.30","36,774.88","65.93","42","36,774.88","19,077.12","17,723.00","153,306.00","1,426.81","53.01","124,919.36","71.3","37","39,993.75"
"8/1/2024 13:21","17,589.75","19,071.88","66,541.38","58,991.69","36,748.32","65.64","42.03","36,748.32","19,053.25","17,680.38","153,188.00","1,426.81","53.01","125,533.06","71.3","37","39,993.75"
"8/1/2024 13:22","17,725.88","19,053.00","66,859.09","59,286.18","36,670.93","65.33","42.13","36,670.93","19,002.88","17,656.50","153,128.00","1,426.81","53","126,145.28","71.3","37","39,993.75"
"8/1/2024 13:23","17,745.00","18,999.38","67,176.09","59,580.37","36,608.76","65.03","42.23","36,608.76","18,978.38","17,618.25","152,950.00","1,426.81","53","126,756.47","71.3","37","39,993.75"
"8/1/2024 13:24","17,591.62","18,969.38","67,497.86","59,878.92","36,501.82","64.7","42.33","36,501.82","18,938.38","17,587.62","152,831.00","1,426.81","52.99","127,376.78","71.3","37","39,993.75"
"8/1/2024 13:25","17,577.00","18,948.25","67,803.28","60,161.99","36,468.05","64.36","42.43","36,468.05","18,914.62","17,555.88","152,534.00","1,426.81","52.99","127,965.27","71.3","37","39,993.75"
"8/1/2024 13:26","17,478.00","18,913.62","68,124.05","60,459.54","36,465.18","64.01","42.53","36,465.18","18,893.88","17,546.75","152,297.00","1,426.81","52.98","128,583.59","71.3","37","39,993.75"
"8/1/2024 13:27","17,563.50","18,893.75","68,439.11","60,751.93","36,381.93","63.66","42.63","36,381.93","18,878.50","17,516.50","152,237.00","1,426.82","52.98","129,191.04","71.3","37","39,993.75"
"8/1/2024 13:28","17,550.00","18,834.75","68,753.80","61,043.88","36,346.36","63.3","42.73","36,346.36","18,853.00","17,498.62","152,000.00","1,426.87","52.97","129,797.67","71.3","37","39,992.25"
"8/1/2024 13:29","17,684.62","18,842.88","69,062.88","61,330.47","36,300.00","62.91","42.83","36,300.00","18,839.00","17,495.75","151,762.00","1,426.81","52.97","130,393.34","71.3","37","39,989.75"
"8/1/2024 13:30","17,472.00","18,831.50","69,387.36","61,630.79","36,285.75","62.54","42.93","36,285.75","18,797.88","17,457.12","151,703.00","1,426.81","52.96","131,018.16","71.3","37","39,987.25"
"8/1/2024 13:31","17,938.50","18,779.88","69,701.15","61,921.92","36,232.42","62.16","43.03","36,232.42","18,798.50","17,435.12","151,406.00","1,426.80","52.96","131,623.06","71.3","37","39,984.75"
"8/1/2024 13:32","18,394.50","18,275.75","70,006.48","62,215.61","36,219.67","61.85","43.13","36,219.67","18,025.25","18,696.50","151,168.00","1,426.70","52.95","132,222.09","71.3","35.4","39,982.25"
"8/1/2024 13:33","18,412.50","18,051.00","70,308.82","62,523.37","36,168.56","61.6","43.23","36,168.56","17,970.00","18,333.88","151,049.00","1,426.80","52.93","132,832.19","71.3","35.4","39,979.75"
"8/1/2024 13:34","18,276.00","17,983.25","70,604.06","62,823.69","36,212.62","61.22","43.33","36,212.62","17,957.75","18,242.00","150,693.00","1,426.69","52.92","133,427.75","71.3","35.4","39,977.25"
"8/1/2024 13:35","18,218.25","17,946.12","70,913.67","63,138.07","36,169.95","60.83","43.43","36,169.95","17,960.38","18,226.50","150,752.00","1,426.68","52.9","134,051.75","71.3","35.4","39,974.75"
"8/1/2024 13:36","17,669.77","17,964.75","71,213.16","63,442.03","36,134.77","60.44","43.53","36,134.77","17,979.88","15,988.12","150,515.00","1,426.63","52.89","134,655.19","71.3","35.4","39,972.25"
"8/1/2024 13:37","16,278.12","19,247.25","71,523.67","63,719.83","36,195.98","59.81","43.63","36,195.98","19,805.38","15,791.75","150,337.00","1,426.69","52.89","135,243.50","71.3","39","39,969.75"
"8/1/2024 13:38","16,185.62","19,692.25","71,849.44","63,987.38","36,212.23","59.22","43.73","36,212.23","19,811.38","16,295.12","150,277.00","1,426.70","52.89","135,836.81","71.3","39","39,971.38"
"8/1/2024 13:39","16,387.50","19,801.50","72,173.09","64,254.71","36,247.64","58.77","43.83","36,247.64","19,805.25","16,376.25","150,040.00","1,426.80","52.9","136,427.80","71.3","39","39,975.75"
"8/1/2024 13:40","16,558.75","19,802.25","72,503.09","64,527.98","36,233.01","58.39","43.93","36,233.01","19,805.12","16,411.25","149,861.00","1,426.69","52.91","137,031.06","71.3","39","39,980.12"
"8/1/2024 13:41","16,506.25","19,836.88","72,833.43","64,801.72","36,262.99","58.03","44.03","36,262.99","19,835.88","16,414.38","149,446.00","1,426.69","52.92","137,635.16","71.3","39","39,984.50"
"8/1/2024 13:42","16,308.75","19,855.12","73,164.09","65,075.06","36,293.89","57.7","44.13","36,293.89","19,864.75","16,436.62","149,327.00","1,426.69","52.93","138,239.14","71.3","39","39,988.88"
"8/1/2024 13:43","16,448.12","19,880.75","73,495.13","65,348.91","36,378.06","57.33","44.23","36,378.06","19,897.38","16,486.88","149,327.00","1,426.69","52.93","138,844.05","71.3","39","39,993.25"
"8/1/2024 13:44","16,549.38","19,914.00","73,826.73","65,623.65","36,406.03","56.95","44.33","36,406.03","19,926.12","16,511.50","148,911.00","1,426.68","52.94","139,450.38","71.3","39","39,997.62"
"8/1/2024 13:45","16,436.88","19,925.00","74,158.65","65,898.86","36,426.32","56.57","44.43","36,426.32","19,942.75","16,509.50","148,733.00","1,426.63","52.95","140,057.50","71.3","39","40,002.00"
"8/1/2024 13:46","16,349.38","19,936.12","74,496.49","66,178.36","36,476.83","56.21","44.53","36,476.83","19,968.25","16,522.62","148,614.00","1,426.69","52.96","140,674.84","71.3","39","40,006.38"
"8/1/2024 13:47","16,490.62","19,987.62","74,829.30","66,454.09","36,552.68","55.85","44.63","36,552.68","19,984.50","16,544.62","148,555.00","1,426.68","52.96","141,283.39","71.3","39","40,010.75"
"8/1/2024 13:48","16,680.62","20,036.75","75,162.59","66,730.15","36,630.72","55.52","44.73","36,630.72","20,041.12","16,585.00","148,377.00","1,426.63","52.97","141,892.75","71.3","39","40,011.56"
"8/1/2024 13:49","16,616.25","20,068.00","75,496.52","67,006.39","36,689.63","55.19","44.83","36,689.63","20,077.12","16,608.50","148,198.00","1,426.68","52.98","142,502.91","71.3","39","40,010.00"
"8/1/2024 13:50","16,512.50","20,064.75","75,825.39","67,278.67","36,745.27","54.86","44.93","36,745.27","20,107.88","16,637.25","148,139.00","1,426.62","52.99","143,104.06","71.3","39","40,008.44"
"8/1/2024 13:51","16,569.38","20,144.88","76,166.09","67,560.74","36,832.62","54.57","45.03","36,832.62","20,143.00","16,664.12","147,723.00","1,426.62","52.99","143,726.83","71.3","39","40,006.88"
"8/1/2024 13:52","16,641.25","20,192.62","76,501.90","67,838.80","36,948.84","54.28","45.13","36,948.84","20,192.38","16,691.25","147,723.00","1,426.63","53","144,340.69","71.3","39","40,005.31"
"8/1/2024 13:53","16,656.25","20,225.38","76,832.89","68,112.70","36,999.61","53.99","45.23","36,999.61","20,237.12","16,718.00","147,307.00","1,426.68","53.01","144,945.59","71.3","39","40,003.75"
"8/1/2024 13:54","16,798.12","20,248.50","77,175.76","68,396.72","37,092.90","53.74","45.33","37,092.90","20,296.25","16,775.88","147,307.00","1,426.62","53.02","145,572.47","71.3","39","40,002.19"
"8/1/2024 13:55","16,784.38","20,297.25","77,508.19","68,672.17","37,170.04","53.49","45.43","37,170.04","20,324.75","16,820.50","147,189.00","1,426.62","53.02","146,180.36","71.3","39","40,000.62"
"8/1/2024 13:56","16,991.88","20,353.12","77,852.72","68,957.34","37,289.97","53.25","45.53","37,289.97","20,379.62","16,860.25","146,892.00","1,426.62","53.03","146,810.06","71.3","39","39,999.06"
"8/1/2024 13:57","16,920.62","20,391.88","78,186.82","69,234.03","37,379.18","53.05","45.63","37,379.18","20,431.12","16,911.12","146,773.00","1,426.63","53.04","147,420.84","71.3","39","39,997.50"
"8/1/2024 13:58","16,740.00","20,469.62","78,533.09","69,520.49","37,487.99","52.85","45.73","37,487.99","20,484.38","16,965.50","146,595.00","1,426.68","53.04","148,053.58","71.3","39","39,996.50"
"8/1/2024 13:59","16,943.75","20,522.25","78,874.60","69,802.77","37,570.43","52.69","45.83","37,570.43","20,548.88","16,999.25","146,238.00","1,426.62","53.05","148,677.38","71.3","39","39,995.88"
"8/1/2024 14:00","17,058.75","20,592.12","79,211.30","70,080.85","37,685.16","52.5","45.93","37,685.16","20,599.88","17,046.12","146,179.00","1,426.62","53.06","149,292.16","71.3","39","39,995.25"
"8/1/2024 14:01","17,161.25","20,637.12","79,560.36","70,369.50","37,800.31","52.36","46.03","37,800.31","20,661.38","17,078.50","146,060.00","1,426.62","53.07","149,929.86","71.3","39","39,994.62"
"8/1/2024 14:02","17,170.62","20,676.75","79,904.73","70,654.41","37,890.59","52.26","46.13","37,890.59","20,724.75","17,111.12","145,823.00","1,426.51","53.07","150,559.14","71.3","39","39,994.00"
"8/1/2024 14:03","17,197.50","20,735.38","80,244.15","70,934.70","38,028.26","52.13","46.23","38,028.26","20,778.38","17,175.62","145,644.00","1,426.62","53.08","151,178.84","71.3","39","39,993.38"
"8/1/2024 14:04","17,303.12","20,791.88","80,590.33","71,221.19","38,101.43","52.05","46.33","38,101.43","20,838.62","17,223.12","145,526.00","1,426.62","53.09","151,811.52","71.3","39","39,992.75"
"8/1/2024 14:05","17,106.25","20,851.62","80,937.45","71,507.55","38,179.11","51.97","46.43","38,179.11","20,887.25","17,264.75","145,288.00","1,426.62","53.09","152,445.00","71.3","39","39,992.12"
"8/1/2024 14:06","17,256.25","20,909.88","81,285.57","71,795.18","38,278.82","51.92","46.53","38,278.82","20,957.88","17,321.62","144,932.00","1,426.62","53.1","153,080.75","71.3","39","39,991.50"
"8/1/2024 14:07","17,341.88","20,971.50","81,628.85","72,078.48","38,401.25","51.89","46.63","38,401.25","21,009.62","17,379.38","144,813.00","1,426.50","53.11","153,707.33","71.3","39","39,990.88"
"8/1/2024 14:08","17,401.25","20,996.62","81,990.73","72,377.91","38,540.79","51.89","46.73","38,540.79","21,068.75","17,415.00","144,694.00","1,426.51","53.11","154,368.64","71.3","39","39,989.31"
"8/1/2024 14:09","17,554.38","21,083.88","82,341.86","72,668.19","38,652.59","51.91","46.83","38,652.59","21,137.12","17,461.00","144,635.00","1,426.62","53.12","155,010.05","71.3","39","39,987.12"
"8/1/2024 14:10","17,748.75","21,133.75","82,688.15","72,954.94","38,718.29","51.95","46.93","38,718.29","21,179.00","17,530.00","144,338.00","1,426.62","53.13","155,643.09","71.3","39","39,984.94"
"8/1/2024 14:11","17,584.38","21,220.88","83,047.13","73,251.62","38,835.54","51.97","47.11","38,835.54","21,248.00","17,576.12","144,278.00","1,426.50","53.13","156,298.75","71.3","39","39,982.75"
"8/1/2024 14:12","17,671.25","21,291.62","83,395.23","73,539.34","38,969.68","52.06","47.36","38,969.68","21,309.88","17,625.50","143,981.00","1,426.50","53.14","156,934.56","71.3","39","39,980.56"
"8/1/2024 14:13","17,724.38","21,322.50","83,750.30","73,833.40","39,059.45","52.15","47.6","39,059.45","21,391.75","17,668.88","143,863.00","1,426.50","53.15","157,583.69","71.3","39","39,978.38"
"8/1/2024 14:14","17,765.00","21,401.38","84,112.26","74,132.35","39,165.00","52.27","47.84","39,165.00","21,432.75","17,709.62","143,566.00","1,426.50","53.15","158,244.61","71.3","39","39,976.19"
"8/1/2024 14:15","17,657.50","21,457.62","84,463.17","74,423.02","39,292.61","52.39","48.09","39,292.61","21,481.38","17,774.25","143,387.00","1,426.50","53.16","158,886.19","71.3","39","39,974.00"
"8/1/2024 14:16","17,593.75","21,515.50","84,821.04","74,719.19","39,345.30","52.54","48.33","39,345.30","21,523.00","17,808.88","143,328.00","1,426.50","53.17","159,540.22","71.3","39","39,971.81"
"8/1/2024 14:17","17,829.38","21,556.12","85,179.82","75,016.22","39,472.33","52.72","48.58","39,472.33","21,590.25","17,859.75","143,328.00","1,426.49","53.17","160,196.03","71.3","39","39,969.62"
"8/1/2024 14:18","17,913.12","21,607.75","85,539.46","75,313.42","39,533.96","52.91","48.82","39,533.96","21,647.00","17,912.00","143,031.00","1,426.38","53.18","160,852.88","71.3","39","39,971.38"
"8/1/2024 14:19","17,869.38","21,665.50","85,905.94","75,616.49","39,643.15","53.11","49.06","39,643.15","21,682.00","17,944.25","142,734.00","1,426.38","53.19","161,522.44","71.3","39","39,975.75"
"8/1/2024 14:20","17,909.38","21,688.62","86,261.29","75,910.57","39,721.94","53.34","49.31","39,721.94","21,732.62","17,978.75","142,556.00","1,426.38","53.19","162,171.86","71.3","39","39,980.12"
"8/1/2024 14:21","17,918.75","21,733.75","86,629.45","76,215.17","39,806.30","53.57","49.46","39,806.30","21,792.12","18,020.38","142,378.00","1,426.38","53.2","162,844.62","71.3","39","39,984.50"
"8/1/2024 14:22","18,093.75","21,787.62","86,986.40","76,510.38","39,891.27","53.82","49.37","39,891.27","21,816.38","18,069.00","142,140.00","1,426.37","53.2","163,496.78","71.3","39","39,988.88"
"8/1/2024 14:23","18,156.88","21,826.25","87,350.04","76,811.20","39,931.28","54.07","49.28","39,931.28","21,855.12","18,100.38","142,021.00","1,426.31","53.21","164,161.23","71.3","39","39,993.25"
"8/1/2024 14:24","18,038.75","21,881.25","87,720.48","77,117.95","40,040.61","54.35","49.19","40,040.61","21,898.38","18,133.00","141,902.00","1,426.32","53.22","164,838.42","71.3","39","39,997.62"
"8/1/2024 14:25","18,018.12","21,909.50","88,079.41","77,415.28","40,111.23","54.65","49.1","40,111.23","21,943.75","18,145.25","141,665.00","1,426.37","53.22","165,494.69","71.3","39","40,002.00"
"8/1/2024 14:26","17,962.50","21,974.25","88,445.07","77,718.65","40,181.25","54.97","49.01","40,181.25","21,976.88","18,172.38","141,427.00","1,426.31","53.23","166,163.72","71.3","39","40,006.38"
"8/1/2024 14:27","18,004.38","21,980.50","88,817.38","78,027.07","40,267.65","55.28","48.92","40,267.65","22,020.12","18,203.88","141,309.00","1,426.31","53.23","166,844.45","71.3","39","40,010.75"
"8/1/2024 14:28","18,134.38","22,012.12","89,178.03","78,325.73","40,291.20","55.61","48.83","40,291.20","22,038.62","18,236.62","141,071.00","1,426.31","53.24","167,503.75","71.3","39","40,010.06"
"8/1/2024 14:29","18,176.25","22,058.12","89,545.38","78,629.91","40,345.60","55.94","48.74","40,345.60","22,066.75","18,260.75","140,952.00","1,426.31","53.25","168,175.28","71.3","39","40,006.00"
"8/1/2024 14:30","18,000.62","22,061.25","89,919.23","78,939.18","40,367.85","56.3","48.65","40,367.85","22,096.88","18,300.62","140,833.00","1,426.31","53.25","168,858.41","71.3","39","40,001.94"
"8/1/2024 14:31","18,187.50","22,073.50","90,281.29","79,239.25","40,424.86","56.64","48.55","40,424.86","22,126.38","18,310.38","140,655.00","1,426.30","53.26","169,520.53","71.3","39","39,997.88"
"8/1/2024 14:32","18,314.38","22,111.12","90,649.83","79,544.52","40,470.59","57.02","48.46","40,470.59","22,133.00","18,324.50","140,418.00","1,426.20","53.26","170,194.34","71.3","39","39,993.81"
"8/1/2024 14:33","18,288.12","22,152.25","91,024.87","79,855.35","40,528.40","57.39","48.37","40,528.40","22,147.62","18,347.88","140,061.00","1,426.31","53.27","170,880.22","71.3","39","39,989.75"
"8/1/2024 14:34","18,193.75","22,165.50","91,388.02","80,155.95","40,494.50","57.78","48.28","40,494.50","22,177.88","18,358.50","140,002.00","1,426.30","53.27","171,543.97","71.3","39","39,985.69"
"8/1/2024 14:35","18,225.62","22,176.75","91,757.49","80,461.54","40,566.42","58.16","48.19","40,566.42","22,185.50","18,361.38","139,824.00","1,426.19","53.28","172,219.03","71.3","39","39,981.62"
"8/1/2024 14:36","18,306.25","22,198.50","92,133.34","80,772.73","40,598.53","58.53","48.1","40,598.53","22,189.12","18,371.50","139,705.00","1,426.19","53.29","172,906.06","71.3","39","39,977.56"
"8/1/2024 14:37","18,479.38","22,187.75","92,503.17","81,078.63","40,543.20","58.92","48.01","40,543.20","22,190.62","18,386.00","139,467.00","1,426.19","53.29","173,581.81","71.3","39","39,973.50"
"8/1/2024 14:38","18,428.75","22,206.12","92,866.96","81,380.05","40,592.59","59.33","47.92","40,592.59","22,205.75","18,390.00","139,348.00","1,426.19","53.3","174,247.00","71.3","39","39,973.75"
"8/1/2024 14:39","18,390.62","22,195.25","93,243.10","81,691.02","40,598.93","59.71","47.83","40,598.93","22,211.25","18,383.12","139,170.00","1,426.19","53.3","174,934.12","71.3","39","39,976.88"
"8/1/2024 14:40","18,580.62","22,213.62","93,606.92","81,992.72","40,571.74","60.12","47.74","40,571.74","22,193.38","18,390.25","138,933.00","1,426.19","53.31","175,599.64","71.3","39","39,980.00"
"8/1/2024 14:41","18,583.12","22,209.75","93,983.02","82,304.16","40,570.00","60.51","47.65","40,570.00","22,191.00","18,382.75","138,873.00","1,426.19","53.31","176,287.19","71.3","39","39,983.12"
"8/1/2024 14:42","18,526.25","22,181.38","94,352.90","82,610.64","40,580.35","60.9","47.55","40,580.35","22,191.12","18,367.75","138,754.00","1,426.19","53.32","176,963.53","71.3","39","39,986.25"
"8/1/2024 14:43","18,454.38","22,189.88","94,722.65","82,916.17","40,527.41","61.31","47.46","40,527.41","22,176.88","18,363.75","138,458.00","1,426.19","53.32","177,638.81","71.3","39","39,989.38"
"8/1/2024 14:44","18,464.38","22,169.62","95,092.16","83,222.54","40,466.36","61.68","47.37","40,466.36","22,147.12","18,343.12","138,339.00","1,426.20","53.33","178,314.69","71.3","39","39,992.50"
"8/1/2024 14:45","18,295.62","22,122.62","95,461.41","83,528.73","40,469.93","62.07","47.28","40,469.93","22,117.50","18,335.62","138,101.00","1,426.30","53.33","178,990.12","71.3","39","39,995.62"
"8/1/2024 14:46","18,419.38","22,121.12","95,830.34","83,833.92","40,479.82","62.45","47.19","40,479.82","22,116.88","18,312.25","138,042.00","1,426.19","53.34","179,664.25","71.3","39","39,998.75"
"8/1/2024 14:47","18,485.00","22,082.75","96,192.87","84,134.38","40,398.75","62.83","47.1","40,398.75","22,108.38","18,294.12","137,804.00","1,426.19","53.34","180,327.25","71.3","39","40,001.88"
"8/1/2024 14:48","18,494.38","22,090.50","96,567.27","84,444.58","40,367.01","63.17","47.01","40,367.01","22,072.75","18,289.25","137,685.00","1,426.18","53.35","181,011.84","71.3","39","40,004.25"
"8/1/2024 14:49","18,437.50","22,072.00","96,929.08","84,744.38","40,345.33","63.55","46.92","40,345.33","22,054.38","18,259.88","137,507.00","1,426.12","53.35","181,673.45","71.3","39","40,006.12"
"8/1/2024 14:50","18,342.50","22,023.38","97,302.65","85,053.75","40,250.04","63.9","46.83","40,250.04","22,020.25","18,234.25","137,270.00","1,426.13","53.36","182,356.41","71.3","39","40,008.00"
"8/1/2024 14:51","18,333.12","21,976.25","97,669.60","85,357.72","40,193.17","64.23","46.74","40,193.17","21,984.00","18,219.12","137,091.00","1,426.18","53.36","183,027.31","71.3","39","40,009.88"
"8/1/2024 14:52","18,154.38","21,974.88","98,036.02","85,661.06","40,120.00","64.55","46.65","40,120.00","21,947.50","18,203.25","136,973.00","1,426.13","53.37","183,697.08","71.3","39","40,011.75"
"8/1/2024 14:53","18,141.25","21,940.00","98,401.80","85,964.01","40,038.73","64.88","46.56","40,038.73","21,912.75","18,164.38","136,616.00","1,426.19","53.37","184,365.81","71.3","39","40,013.62"
"8/1/2024 14:54","18,063.12","21,895.50","98,760.88","86,262.00","39,989.37","65.2","46.46","39,989.37","21,887.25","18,136.75","136,319.00","1,426.19","53.38","185,022.88","71.3","39","40,015.50"
"8/1/2024 14:55","18,098.75","21,852.25","99,131.47","86,568.84","39,877.56","65.48","46.37","39,877.56","21,844.12","18,101.00","135,963.00","1,426.18","53.38","185,700.31","71.3","39","40,017.38"
"8/1/2024 14:56","17,946.25","21,800.38","99,489.28","86,865.52","39,834.95","65.77","46.28","39,834.95","21,800.38","18,058.38","136,082.00","1,426.12","53.39","186,354.81","71.3","39","40,019.25"
"8/1/2024 14:57","17,938.75","21,754.88","99,858.37","87,171.38","39,725.08","66.04","46.19","39,725.08","21,726.12","18,022.12","135,725.00","1,426.12","53.39","187,029.75","71.3","39","40,021.12"
"8/1/2024 14:58","17,971.25","21,722.12","100,220.70","87,471.66","39,669.84","66.3","46.1","39,669.84","21,692.12","17,984.25","135,607.00","1,426.12","53.4","187,692.38","71.3","39","40,019.81"
"8/1/2024 14:59","17,949.38","21,678.00","100,576.23","87,766.12","39,543.95","66.53","46.01","39,543.95","21,619.38","17,961.38","135,428.00","1,426.12","53.4","188,342.34","71.3","39","40,016.38"
"8/1/2024 15:00","17,914.38","21,612.00","100,942.96","88,069.95","39,449.00","66.76","45.92","39,449.00","21,599.88","17,919.75","135,369.00","1,426.12","53.41","189,012.91","71.3","39","40,012.94"
"8/1/2024 15:01","17,825.62","21,544.50","101,302.86","88,368.48","39,352.79","66.96","45.83","39,352.79","21,531.75","17,859.50","135,131.00","1,426.12","53.41","189,671.34","71.3","39","40,009.50"
"8/1/2024 15:02","17,788.12","21,520.75","101,661.85","88,666.36","39,319.77","67.16","45.74","39,319.77","21,470.50","17,809.50","134,894.00","1,426.12","53.41","190,328.22","71.3","39","40,006.06"
"8/1/2024 15:03","17,821.88","21,470.38","102,014.07","88,958.31","39,176.25","67.33","45.65","39,176.25","21,434.12","17,765.88","134,656.00","1,426.12","53.42","190,972.38","71.3","39","40,002.62"
"8/1/2024 15:04","17,940.00","21,410.88","102,377.27","89,259.70","39,071.25","67.48","45.56","39,071.25","21,377.50","17,721.38","134,656.00","1,426.12","53.42","191,636.97","71.3","39","39,999.19"
"8/1/2024 15:05","17,801.88","21,357.88","102,733.52","89,554.92","38,959.62","67.6","45.46","38,959.62","21,317.38","17,684.62","134,359.00","1,426.12","53.43","192,288.44","71.3","39","39,995.75"
"8/1/2024 15:06","17,512.50","21,308.88","103,082.98","89,844.75","38,889.29","67.72","45.37","38,889.29","21,256.50","17,641.25","134,122.00","1,426.12","53.43","192,927.72","71.3","39","39,992.31"
"8/1/2024 15:07","17,470.00","21,242.62","103,443.27","90,143.24","38,769.61","67.82","45.28","38,769.61","21,218.00","17,571.00","134,062.00","1,426.01","53.44","193,586.50","71.3","39","39,988.88"
"8/1/2024 15:08","17,611.25","21,199.62","103,796.77","90,436.24","38,705.60","67.89","45.19","38,705.60","21,150.88","17,536.25","133,825.00","1,426.12","53.44","194,233.00","71.3","39","39,987.50"
"8/1/2024 15:09","17,504.38","21,133.88","104,143.33","90,723.91","38,541.99","67.96","45.1","38,541.99","21,110.12","17,491.38","133,706.00","1,426.12","53.44","194,867.25","71.3","39","39,987.50"
"8/1/2024 15:10","17,466.25","21,068.12","104,494.81","91,015.24","38,412.23","68","45.01","38,412.23","21,041.25","17,454.88","133,468.00","1,426.12","53.45","195,510.06","71.3","39","39,987.50"
"8/1/2024 15:11","17,451.88","20,995.50","104,845.33","91,305.70","38,343.72","68.01","44.92","38,343.72","20,973.38","17,407.00","133,350.00","1,426.00","53.45","196,151.03","71.3","39","39,987.50"
"8/1/2024 15:12","17,471.25","20,936.38","105,194.90","91,595.11","38,197.36","68.01","44.83","38,197.36","20,910.12","17,354.00","133,231.00","1,426.00","53.46","196,790.00","71.3","39","39,987.50"
"8/1/2024 15:13","17,253.75","20,888.75","105,549.22","91,889.02","38,127.39","68.01","44.74","38,127.39","20,853.25","17,298.75","133,053.00","1,426.00","53.46","197,438.25","71.3","39","39,987.50"
"8/1/2024 15:14","17,220.62","20,827.88","105,896.78","92,177.29","37,985.46","67.96","44.65","37,985.46","20,774.12","17,253.50","132,756.00","1,426.00","53.46","198,074.06","71.3","39","39,987.50"
"8/1/2024 15:15","17,240.62","20,785.25","106,237.56","92,459.51","37,943.96","67.88","44.56","37,943.96","20,734.12","17,197.12","132,696.00","1,426.00","53.47","198,697.06","71.3","39","39,987.50"
"8/1/2024 15:16","17,181.88","20,695.00","106,589.01","92,750.73","37,808.06","67.83","44.47","37,808.06","20,673.12","17,146.25","132,459.00","1,426.00","53.47","199,339.73","71.3","39","39,987.50"
"8/1/2024 15:17","17,016.88","20,660.75","106,927.87","93,031.78","37,714.36","67.71","44.26","37,714.36","20,629.75","17,107.62","132,340.00","1,426.00","53.47","199,959.66","71.3","39","39,987.50"
"8/1/2024 15:18","17,007.50","20,615.00","107,271.65","93,317.26","37,571.94","67.6","44.04","37,571.94","20,564.88","17,051.38","132,102.00","1,426.00","53.48","200,588.91","71.3","39","39,988.06"
